dictLookup,index,termID,termLabel,dictText,itemNum,matchType,matchSlugs,personLookup,placeLookup
Noadiah,4612,n-p180.4,Noadiah,"
Meeting with the Lord. ",0.0,unmatched,unmatched,,
Noadiah 1,4613,n-p180.4,Noadiah,A Levite who returned from Babylon ([Ezra 8:33](/ezra#Ezra.8.33)).,1.0,person,noadiah_2208,noadiah_2208,
Noadiah 2,4614,n-p180.4,Noadiah,"A false prophetess who assisted Tobiah and Sanballat against the Jews ([Neh. 6:14](/neh#Neh.6.14)). Being bribed by them, she tried to stir up discontent among the inhabitants of Jerusalem, and so to embarrass Nehemiah in his great work of rebuilding the ruined walls of the city.",2.0,person,noadiah_2209,noadiah_2209,
Noah,4615,n-p182.2,Noah,"Rest, (Heb. Noah) the grandson of Methuselah ([Gen. 5:25-29](/gen#Gen.5.25)), who was for two hundred and fifty years contemporary with Adam, and the son of Lamech, who was about fifty years old at the time of Adam’s death. This patriarch is rightly regarded as the connecting link between the old and the new world. He is the second great progenitor of the human family.

 The words of his father Lamech at his birth ([Gen. 5:29](/gen#Gen.5.29)) have been regarded as in a sense prophetical, designating Noah as a type of Him who is the true “rest and comfort” of men under the burden of life ([Matt. 11:28](/matt#Matt.11.28)).

 He lived five hundred years, and then there were born unto him three sons, Shem, Ham, and Japheth ([Gen. 5:32](/gen#Gen.5.32)). He was a “just man and perfect in his generation,” and “walked with God” (comp. [Ezek. 14:14](/ezek#Ezek.14.14), [20](/ezek#Ezek.14.20)). But now the descendants of Cain and of Seth began to intermarry, and then there sprang up a race distinguished for their ungodliness. Men became more and more corrupt, and God determined to sweep the earth of its wicked population ([Gen. 6:7](/gen#Gen.6.7)). But with Noah God entered into a covenant, with a promise of deliverance from the threatened deluge (18). He was accordingly commanded to build an ark (6:14-16) for the saving of himself and his house. An interval of one hundred and twenty years elapsed while the ark was being built (6:3), during which Noah bore constant testimony against the unbelief and wickedness of that generation ([1 Pet. 3:18-20](/1pet#1Pet.3.18); 2 Pet. 2:5).

 When the ark of “gopher-wood” (mentioned only here) was at length completed according to the command of the Lord, the living creatures that were to be preserved entered into it; and then Noah and his wife and sons and daughters-in-law entered it, and the “Lord shut him in” ([Gen. 7:16](/gen#Gen.7.16)). The judgment-threatened now fell on the guilty world, “the world that then was, being overflowed with water, perished” (2 Pet. 3:6). The ark floated on the waters for one hundred and fifty days, and then rested on the mountains of Ararat ([Gen. 8:3](/gen#Gen.8.3), [4](/gen#Gen.8.4)); but not for a considerable time after this was divine permission given him to leave the ark, so that he and his family were a whole year shut up within it ([Gen. 6](/gen#Gen.6)-14).

 On leaving the ark Noah’s first act was to erect an altar, the first of which there is any mention, and offer the sacrifices of adoring thanks and praise to God, who entered into a covenant with him, the first covenant between God and man, granting him possession of the earth by a new and special charter, which remains in force to the present time ([Gen. 8:21-9:17](/gen#Gen.8.21)). As a sign and witness of this covenant, the rainbow was adopted and set apart by God, as a sure pledge that never again would the earth be destroyed by a flood.

 But, alas! Noah after this fell into grievous sin ([Gen. 9:21](/gen#Gen.9.21)); and the conduct of Ham on this sad occasion led to the memorable prediction regarding his three sons and their descendants. Noah “lived after the flood three hundred and fifty years, and he died” (28:29)..

 Noah, motion, (Heb. No’ah) one of the five daughters of Zelophehad ([Num. 26:33](/num#Num.26.33); [27:1](/num#Num.27.1); [36:11](/num#Num.36.11); [Josh. 17:3](/josh#Josh.17.3)).",0.0,multi,"['noah_2210', 'noah_2211']","noah_2211,noah_2210",
Nob,4616,n-p189.5,Nob,"High place, a city of the priests, first mentioned in the history of David’s wanderings ([1 Sam. 21:1](/1sam#1Sam.21.1)). Here the tabernacle was then standing, and here Ahimelech the priest resided. From [Isa. 10:28-32](/isa#Isa.10.28) it seems to have been near Jerusalem. It has been identified by some with el-Isawiyeh, one mile and a half to the north-east of Jerusalem. But according to [Isa. 10:28-32](/isa#Isa.10.28) it was on the south of Geba, on the road to Jerusalem, and within sight of the city. This identification does not meet these conditions, and hence others (as Dean Stanley) think that it was the northern summit of Mount Olivet, the place where David “worshipped God” when fleeing from Absalom ([2 Sam. 15:32](/2sam#2Sam.15.32)), or more probably (Conder) that it was the same as Mizpeh (q.v.), [Judg. 20:1](/judg#Judg.20.1); [Josh. 18:26](/josh#Josh.18.26); [1 Sam. 7:16](/1sam#1Sam.7.16), at Nebi Samwil, about 5 miles north-west of Jerusalem.

 After being supplied with the sacred loaves of showbread, and girding on the sword of Goliath, which was brought forth from behind the ephod, David fled from Nob and sought refuge at the court of Achish, the king of Gath, where he was cast into prison. (Comp. titles of [Ps. 34](/ps#Ps.34) and 56.)",0.0,place,nob_900,,nob_900
Nobah,4617,n-p191.2,Nobah,"
Howling. ",0.0,unmatched,unmatched,,
Nobah 1,4618,n-p191.2,Nobah,[Num. 32:42](/num#Num.32.42).,1.0,multi,"['nobah_901', 'nobah_2212']",,
Nobah 2,4619,n-p191.2,Nobah,The name given to Kenath (q.v.) by Nobah when he conquered it. It was on the east of Gilead ([Judg. 8:11](/judg#Judg.8.11)).,2.0,place,nobah_901,,nobah_901
Nobleman,4620,n-p193.2,Nobleman,"(Gr. basilikos, i.e., “king’s man”), an officer of state ([John 4:49](/john#John.4.49)) in the service of Herod Antipas. He is supposed to have been the Chuza, Herod’s steward, whose wife was one of those women who “ministered unto the Lord of their substance” ([Luke 8:3](/luke#Luke.8.3)). This officer came to Jesus at Cana and besought him to go down to Capernaum and heal his son, who lay there at the point of death. Our Lord sent him away with the joyful assurance that his son was alive.",0.0,unmatched,unmatched,,
Nod,4621,n-p194.3,Nod,"Exile; wandering; unrest, a name given to the country to which Cain fled ([Gen. 4:16](/gen#Gen.4.16)). It lay on the east of Eden.",0.0,place,nod_902,,nod_902
Nodab,4622,n-p195.2,Nodab,"Noble, probably a tribe descended from one of the sons of Ishmael, with whom the trans-Jordanic tribes made war ([1 Chr. 5:19](/1chr#1Chr.5.19)).",0.0,place,nodab_903,,nodab_903
Nogah,4623,n-p196.2,Nogah,"Splendour, one of David’s sons, born at Jerusalem ([1 Chr. 3:7](/1chr#1Chr.3.7)).",0.0,person,nogah_2213,nogah_2213,
Noph,4624,n-p197.2,Noph,"The Hebrew name of an Egyptian city ([Isa. 19:13](/isa#Isa.19.13); [Jer. 2:16](/jer#Jer.2.16); [44:1](/jer#Jer.44.1); [46:14](/jer#Jer.46.14), [19](/jer#Jer.46.19); [Ezek. 30:13](/ezek#Ezek.30.13), [16](/ezek#Ezek.30.16)). In [Hos. 9:6](/hos#Hos.9.6) the Hebrew name is Moph, and is translated “Memphis,” which is its Greek and Latin form. It was one of the most ancient and important cities of Egypt, and stood a little to the south of the modern Cairo, on the western bank of the Nile. It was the capital of Lower Egypt. Among the ruins found at this place is a colossal statue of Rameses the Great.",0.0,place,memphis_779,,
Nophah,4625,n-p198.10,Nophah,"Blast, a city of Moab which was occupied by the Amorites ([Num. 21:30](/num#Num.21.30)).",0.0,place,nophah_905,,nophah_905
North country,4626,n-p199.2,North country,"A general name for the countries that lay north of Palestine. Most of the invading armies entered Palestine from the north ([Isa. 41:25](/isa#Isa.41.25); [Jer. 1:14](/jer#Jer.1.14), [15](/jer#Jer.1.15); 50:3, 9, 41; 51:48; [Ezek. 26:7](/ezek#Ezek.26.7)).",0.0,unmatched,unmatched,,
Northward,4627,n-p200.5,Northward,"(Heb. tsaphon), a “hidden” or “dark place,” as opposed to the sunny south ([Deut. 3:27](/deut#Deut.3.27)). A Hebrew in speaking of the points of the compass was considered as always having his face to the east, and hence “the left hand” ([Gen. 14:15](/gen#Gen.14.15); [Job 23:9](/job#Job.23.9)) denotes the north. The “kingdoms of the north” are Chaldea, Assyria, Media, etc.",0.0,unmatched,unmatched,,
Nose-jewels,4628,n-p201.4,Nose-jewels,"Only mentioned in [Isa. 3:21](/isa#Isa.3.21), although refered to in [Gen. 24:47](/gen#Gen.24.47), [Prov. 11:22](/prov#Prov.11.22), [Hos. 2:13](/hos#Hos.2.13). They were among the most valued of ancient female ornaments. They “were made of ivory or metal, and occasionally jewelled. They were more than an inch in diameter, and hung upon the mouth. Eliezer gave one to Rebekah which was of gold and weighed half a shekel...At the present day the women in the country and in the desert wear these ornaments in one of the sides of the nostrils, which droop like the ears in consequence.”",0.0,unmatched,unmatched,,
Numbering of the people,4629,n-p202.5,Numbering of the people,"Besides the numbering of the tribes mentioned in the history of the wanderings in the wilderness, we have an account of a general census of the whole nation from Dan to Beersheba, which David gave directions to Joab to make ([1 Chr. 21:1](/1chr#1Chr.21.1)). Joab very reluctantly began to carry out the king’s command.

 This act of David in ordering a numbering of the people arose from pride and a self-glorifying spirit. It indicated a reliance on his part on an arm of flesh, an estimating of his power not by the divine favour but by the material resources of his kingdom. He thought of military achievement and of conquest, and forgot that he was God’s vicegerent. In all this he sinned against God. While Joab was engaged in the census, David’s heart smote him, and he became deeply conscious of his fault; and in profound humiliation he confessed, “I have sinned greatly in what I have done.” The prophet Gad was sent to him to put before him three dreadful alternatives ([2 Sam. 24:13](/2sam#2Sam.24.13); for “seven years” in this verse, the LXX. and [1 Chr. 21:12](/1chr#1Chr.21.12) have “three years”), three of Jehovah’s four sore judgments ([Ezek. 14:21](/ezek#Ezek.14.21)). Two of these David had already experienced. He had fled for some months before Absalom, and had suffered three years’ famine on account of the slaughter of the Gibeonites. In his “strait” David said, “Let me fall into the hands of the Lord.” A pestilence broke out among the people, and in three days swept away 70,000. At David’s intercession the plague was stayed, and at the threshing-floor of Araunah (q.v.), where the destroying angel was arrested in his progress, David erected an altar, and there offered up sacrifies to God ([2 Chr. 3:1](/2chr#2Chr.3.1)).

 The census, so far as completed, showed that there were at least 1,300,000 fighting men in the kingdom, indicating at that time a population of about six or seven millions in all.",0.0,unmatched,unmatched,,
"Numbers, Book of",4630,n-p205.2,"Numbers, Book of","The fourth of the books of the Pentateuch, called in the Hebrew be-midbar, i.e., “in the wilderness.” In the LXX. version it is called “Numbers,” and this name is now the usual title of the book. It is so called because it contains a record of the numbering of the people in the wilderness of Sinai (1-4), and of their numbering afterwards on the plain of Moab (26).

 This book is of special historical interest as furnishing us with details as to the route of the Israelites in the wilderness and their principal encampments. It may be divided into three parts:

 1. The numbering of the people at Sinai, and preparations for their resuming their march (1-10:10). The sixth chapter gives an account of the vow of a Nazarite.

 2. An account of the journey from Sinai to Moab, the sending out of the spies and the report they brought back, and the murmurings (eight times) of the people at the hardships by the way (10:11-21:20).

 3. The transactions in the plain of Moab before crossing the Jordan (21:21-ch. 36).

 The period comprehended in the history extends from the second month of the second year after the Exodus to the beginning of the eleventh month of the fortieth year, in all about thirty-eight years and ten months; a dreary period of wanderings, during which that disobedient generation all died in the wilderness. They were fewer in number at the end of their wanderings than when they left the land of Egypt. We see in this history, on the one hand, the unceasing care of the Almighty over his chosen people during their wanderings; and, on the other hand, the murmurings and rebellions by which they offended their heavenly Protector, drew down repeated marks of his displeasure, and provoked him to say that they should “not enter into his rest” because of their unbelief ([Heb. 3:19](/heb#Heb.3.19)).

 This, like the other books of the Pentateuch, bears evidence of having been written by Moses.

 The expression “the book of the wars of the Lord,” occurring in 21:14, has given rise to much discussion. But, after all, “what this book was is uncertain, whether some writing of Israel not now extant, or some writing of the Amorites which contained songs and triumphs of their king Sihon’s victories, out of which Moses may cite this testimony, as Paul sometimes does out of heathen poets ([Acts 17:28](/acts#Acts.17.28); [Titus 1:12](/titus#Titus.1.12)).”",0.0,unmatched,unmatched,,
Nun,4631,n-p213.3,Nun,Beyond the fact that he was the father of Joshua nothing more is known of him ([Ex. 33:11](/exod#Exod.33.11)).,0.0,person,nun_2214,nun_2214,
Nuts,4632,n-p214.2,Nuts,"Were among the presents Jacob sent into Egypt for the purpose of conciliating Joseph ([Gen. 43:11](/gen#Gen.43.11)). This was the fruit of the pistachio tree, which resembles the sumac. It is of the size of an olive. In [Cant. 6:11](/song#Song.6.11) a different Hebrew word (‘egoz), which means “walnuts,” is used.",0.0,unmatched,unmatched,,
Nymphas,4633,n-p215.3,Nymphas,"Nymph, saluted by Paul in his Epistle to the Colossians as a member of the church of Laodicea ([Col. 4:15](/col#Col.4.15)).",0.0,unmatched,unmatched,,
Oak,4634,o-p0.2,Oak,"
There are six Hebrew words rendered “oak.”
",0.0,unmatched,unmatched,,
Oak 1,4635,o-p0.2,Oak,"‘El occurs only in the word El-paran ([Gen. 14:6](/gen#Gen.14.6)). The LXX. renders by “terebinth.” In the plural form this word occurs in [Isa. 1:29](/isa#Isa.1.29); [57:5](/isa#Isa.57.5) (A.V. marg. and R.V., “among the oaks”); 61:3 (“trees”). The word properly means strongly, mighty, and hence a strong tree.",1.0,unmatched,unmatched,,
Oak 2,4636,o-p0.2,Oak,"‘Elah, [Gen. 35:4](/gen#Gen.35.4), “under the oak which was by Shechem” (R.V. marg., “terebinth”). [Isa. 6:13](/isa#Isa.6.13), A.V., “teil-tree;” R.V., “terebinth.” [Isa. 1:30](/isa#Isa.1.30), R.V. marg., “terebinth.” Absalom in his flight was caught in the branches of a “great oak” ([2 Sam. 18:9](/2sam#2Sam.18.9); R.V. marg., “terebinth”).",2.0,unmatched,unmatched,,
Oak 3,4637,o-p0.2,Oak,"‘Elon, [Judg. 4:11](/judg#Judg.4.11); [9:6](/judg#Judg.9.6) (R.V., “oak;” A.V., following the Targum, “plain”) properly the deciduous species of oak shedding its foliage in autumn.",3.0,unmatched,unmatched,,
Oak 4,4638,o-p0.2,Oak,"‘Elan, only in [Dan. 4:11](/dan#Dan.4.11), [14](/dan#Dan.4.14), [20](/dan#Dan.4.20), rendered “tree” in Nebuchadnezzar’s dream. Probably some species of the oak is intended.",4.0,unmatched,unmatched,,
Oak 5,4639,o-p0.2,Oak,"‘Allah, [Josh. 24:26](/josh#Josh.24.26). The place here referred to is called Allon-moreh (“the oak of Moreh,” as in R.V.) in [Gen. 12:6](/gen#Gen.12.6) and 35:4.",5.0,unmatched,unmatched,,
Oak 6,4640,o-p0.2,Oak,"‘Allon, always rendered “oak.” Probably the evergreen oak (called also ilex and holm oak) is intended. The oak woods of Bashan are frequently alluded to ([Isa. 2:13](/isa#Isa.2.13); [Ezek. 27:6](/ezek#Ezek.27.6)). Three species of oaks are found in Palestine, of which the “prickly evergreen oak” (Quercus coccifera) is the most abundant. “It covers the rocky hills of Palestine with a dense brushwood of trees from 8 to 12 feet high, branching from the base, thickly covered with small evergreen rigid leaves, and bearing acorns copiously.” The so-called Abraham’s oak at Hebron is of this species. Tristram says that this oak near Hebron “has for several centuries taken the place of the once renowned terebinth which marked the site of Mamre on the other side of the city. The terebinth existed at Mamre in the time of Vespasian, and under it the captive Jews were sold as slaves. It disappeared about A.D. 330, and no tree now marks the grove of Mamre. The present oak is the noblest tree in Southern Palestine, being 23 feet in girth, and the diameter of the foliage, which is unsymmetrical, being about 90 feet.”",6.0,unmatched,unmatched,,
Oath,4641,o-p7.5,Oath,"A solemn appeal to God, permitted on fitting occasions ([Deut. 6:13](/deut#Deut.6.13); [Jer. 4:2](/jer#Jer.4.2)), in various forms ([Gen. 16:5](/gen#Gen.16.5); [2 Sam. 12:5](/2sam#2Sam.12.5); [Ruth 1:17](/ruth#Ruth.1.17); [Hos. 4:15](/hos#Hos.4.15); [Rom. 1:9](/rom#Rom.1.9)), and taken in different ways ([Gen. 14:22](/gen#Gen.14.22); [24:2](/gen#Gen.24.2); [2 Chr. 6:22](/2chr#2Chr.6.22)). God is represented as taking an oath ([Heb. 6:16-18](/heb#Heb.6.16)), so also Christ ([Matt. 26:64](/matt#Matt.26.64)), and Paul ([Rom. 9:1](/rom#Rom.9.1); [Gal. 1:20](/gal#Gal.1.20); [Phil. 1:8](/phil#Phil.1.8)). The precept, “Swear not at all,” refers probably to ordinary conversation between man and man ([Matt. 5:34](/matt#Matt.5.34), [37](/matt#Matt.5.37)). But if the words are taken as referring to oaths, then their intention may have been to show “that the proper state of Christians is to require no oaths; that when evil is expelled from among them every yea and nay will be as decisive as an oath, every promise as binding as a vow.”",0.0,unmatched,unmatched,,
Obadiah,4642,o-p8.18,Obadiah,"
Servant of the Lord. ",0.0,unmatched,unmatched,,
Obadiah 1,4643,o-p8.18,Obadiah,"An Israelite who was chief in the household of King Ahab ([1 Kings 18:3](/1kgs#1Kgs.18.3)). Amid great spiritual degeneracy he maintained his fidelity to God, and interposed to protect The Lord’s prophets, an hundred of whom he hid at great personal risk in a cave (4, 13). Ahab seems to have held Obadiah in great honour, although he had no sympathy with his piety (5, 6, 7). The last notice of him is his bringing back tidings to Ahab that Elijah, whom he had so long sought for, was at hand (9-16). “Go,” said Elijah to him, when he met him in the way, “go tell thy lord, Behold, Elijah is here.”",1.0,person,obadiah_2215,obadiah_2215,
Obadiah 2,4644,o-p8.18,Obadiah,A chief of the tribe of Issachar ([1 Chr. 7:3](/1chr#1Chr.7.3)).,2.0,person,obadiah_2217,obadiah_2217,
Obadiah 3,4645,o-p8.18,Obadiah,A descendant of Saul ([1 Chr. 8:38](/1chr#1Chr.8.38)).,3.0,person,obadiah_2218,obadiah_2218,
Obadiah 4,4646,o-p8.18,Obadiah,"A Levite, after the Captivity ([1 Chr. 9:16](/1chr#1Chr.9.16)).",4.0,person,obadiah_2219,obadiah_2219,
Obadiah 5,4647,o-p8.18,Obadiah,A Gadite who joined David at Ziklag ([1 Chr. 12:9](/1chr#1Chr.12.9)).,5.0,person,obadiah_2220,obadiah_2220,
Obadiah 6,4648,o-p8.18,Obadiah,A prince of Zebulun in the time of David ([1 Chr. 27:19](/1chr#1Chr.27.19)).,6.0,person,obadiah_2221,obadiah_2221,
Obadiah 7,4649,o-p8.18,Obadiah,One of the princes sent by Jehoshaphat to instruct the people in the law ([2 Chr. 17:7](/2chr#2Chr.17.7)).,7.0,person,obadiah_2222,obadiah_2222,
Obadiah 8,4650,o-p8.18,Obadiah,A Levite who superintended the repairs of the temple under Josiah ([2 Chr. 34:12](/2chr#2Chr.34.12)).,8.0,person,obadiah_2223,obadiah_2223,
Obadiah 9,4651,o-p8.18,Obadiah,One who accompanied Ezra on the return from Babylon ([Ezra 8:9](/ezra#Ezra.8.9)).,9.0,person,obadiah_2224,obadiah_2224,
Obadiah 10,4652,o-p8.18,Obadiah,"A prophet, fourth of the minor prophets in the Hebrew canon, and fifth in the LXX. He was probably contemporary with Jeremiah and Ezekiel. Of his personal history nothing is known.",10.0,unmatched,unmatched,,
"Obadiah, Book of",4653,o-p18.1,"Obadiah, Book of","Consists of one chapter, “concerning Edom,” its impending doom (1:1-16), and the restoration of Israel (1:17-21). This is the shortest book of the Old Testament.

 There are on record the account of four captures of Jerusalem, (1) by Shishak in the reign of Rehoboam ([1 Kings 14:25](/1kgs#1Kgs.14.25)); (2) by the Philistines and Arabians in the reign of Jehoram ([2 Chr. 21:16](/2chr#2Chr.21.16)); (3) by Joash, the king of Israel, in the reign of Amaziah ([2 Kings 14:13](/2kgs#2Kgs.14.13)); and (4) by the Babylonians, when Jerusalem was taken and destroyed by Nebuchadnezzar (B.C. 586). Obadiah (1:11-14) speaks of this capture as a thing past. He sees the calamity as having already come on Jerusalem, and the Edomites as joining their forces with those of the Chaldeans in bringing about the degradation and ruin of Israel. We do not indeed read that the Edomites actually took part with the Chaldeans, but the probabilities are that they did so, and this explains the words of Obadiah in denouncing against Edom the judgments of God. The date of his prophecies was thus in or about the year of the destruction of Jerusalem.

 Edom is the type of Israel’s and of God’s last foe ([Isa. 63:1-4](/isa#Isa.63.1)). These will finally all be vanquished, and the kingdom will be the Lord’s (comp. [Ps. 22:28](/ps#Ps.22.28)).",0.0,unmatched,unmatched,,
Obal,4654,o-p21.3,Obal,"Stripped, the eight son of Joktan ([Gen. 10:28](/gen#Gen.10.28)); called also Ebal ([1 Chr. 1:22](/1chr#1Chr.1.22)).",0.0,person,ebal_2227,,
Obed,4655,o-p22.3,Obed,"
Serving; worshipping. ",0.0,unmatched,unmatched,,
Obed 1,4656,o-p22.3,Obed,"A son of Boaz and Ruth ([Ruth 4:21](/ruth#Ruth.4.21), [22](/ruth#Ruth.4.22)), and the grandfather of David ([Matt. 1:5](/matt#Matt.1.5)).",1.0,person,obed_2228,obed_2228,
Obed 2,4657,o-p22.3,Obed,[1 Chr. 2:34-38](/1chr#1Chr.2.34).,2.0,person,obed_2229,obed_2229,
Obed 3,4658,o-p22.3,Obed,[1 Chr. 26:7](/1chr#1Chr.26.7).,3.0,person,obed_2231,obed_2231,
Obed 4,4659,o-p22.3,Obed,[2 Chr. 23:1](/2chr#2Chr.23.1).,4.0,person,obed_2232,obed_2232,
Obed-Edom,4660,o-p26.2,Obed-Edom,"
Servant of Edom. ",0.0,unmatched,unmatched,,
Obed-Edom 1,4661,o-p26.2,Obed-Edom,"“The Gittite” (probably so called because he was a native of Gath-rimmon), a Levite of the family of the Korhites ([1 Chr. 26:1](/1chr#1Chr.26.1), [4](/1chr#1Chr.26.4)-8), to whom was specially intrusted the custody of the ark ([1 Chr. 15:18](/1chr#1Chr.15.18)). When David was bringing up the ark “from the house of Abinadab, that was in Gibeah” (probably some hill or eminence near Kirjath-jearim), and had reached Nachon’s threshing-floor, he became afraid because of the “breach upon Uzzah,” and carried it aside into the house of Obededom ([2 Sam. 6:1-12](/2sam#2Sam.6.1)). There it remained for six months, and was to him and his house the occasion of great blessing. David then removed it with great rejoicing to Jerusalem, and set it in the midst of the tabernacle he had pitched for it.",1.0,unmatched,unmatched,,
Obed-Edom 2,4662,o-p26.2,Obed-Edom,"A Merarite Levite, a temple porter, who with his eight sons guarded the southern gate ([1 Chr. 15:18](/1chr#1Chr.15.18), [21](/1chr#1Chr.15.21); 26:4, 8, 15).",2.0,unmatched,unmatched,,
Obed-Edom 3,4663,o-p26.2,Obed-Edom,One who had charge of the temple treasures ([2 Chr. 25:24](/2chr#2Chr.25.24)).,3.0,unmatched,unmatched,,
Obeisance,4664,o-p29.2,Obeisance,Homage or reverence to any one ([Gen. 37:7](/gen#Gen.37.7); [43:28](/gen#Gen.43.28)).,0.0,unmatched,unmatched,,
Obil,4665,o-p30.3,Obil,"A keeper of camels, an Ishmaelite who was “over the camels” in the time of David ([1 Chr. 27:30](/1chr#1Chr.27.30)).",0.0,person,obil_2234,obil_2234,
Oboth,4666,o-p31.2,Oboth,"Bottles, an encampment of the Israelites during the wanderings in the wilderness ([Num. 33:43](/num#Num.33.43)), the first after the setting up of the brazen serpent.",0.0,place,oboth_906,,oboth_906
Oded,4667,o-p32.2,Oded,"
Restoring, or setting up. ",0.0,unmatched,unmatched,,
Oded 1,4668,o-p32.2,Oded,"Father of the prophet Azariah ([2 Chr. 15:1](/2chr#2Chr.15.1), [8](/2chr#2Chr.15.8)).",1.0,unmatched,unmatched,,
Oded 2,4669,o-p32.2,Oded,A prophet in the time of Ahaz and Pekah ([2 Chr. 28:9-15](/2chr#2Chr.28.9)).,2.0,person,oded_2237,oded_2237,
Offence,4670,o-p34.2,Offence,,0.0,unmatched,unmatched,,
Offence 1,4671,o-p34.2,Offence,An injury or wrong done to one ([1 Sam. 25:31](/1sam#1Sam.25.31); [Rom. 5:15](/rom#Rom.5.15)).,1.0,unmatched,unmatched,,
Offence 2,4672,o-p34.2,Offence,"A stumbling-block or cause of temptation ([Isa. 8:14](/isa#Isa.8.14); [Matt. 16:23](/matt#Matt.16.23); [18:7](/matt#Matt.18.7)). Greek skandalon, properly that at which one stumbles or takes offence. The “offence of the cross” ([Gal. 5:11](/gal#Gal.5.11)) is the offence the Jews took at the teaching that salvation was by the crucified One, and by him alone. Salvation by the cross was a stumbling-block to their national pride.",2.0,unmatched,unmatched,,
Offering,4673,o-p36.5,Offering,"An oblation, dedicated to God. Thus Cain consecrated to God of the first-fruits of the earth, and Abel of the firstlings of the flock ([Gen. 4:3](/gen#Gen.4.3), [4](/gen#Gen.4.4)). Under the Levitical system different kinds of offerings are specified, and laws laid down as to their presentation. These are described under their distinctive names.",0.0,unmatched,unmatched,,
Og,4674,o-p37.3,Og,"Gigantic, the king of Bashan, who was defeated by Moses in a pitched battle at Edrei, and was slain along with his sons ([Deut. 1:4](/deut#Deut.1.4)), and whose kingdom was given to the tribes of Reuben and Gad and half the tribe of Manasseh ([Num. 21:32-35](/num#Num.21.32); [Deut. 3:1-13](/deut#Deut.3.1)). His bedstead (or rather sarcophagus) was of iron (or ironstone), 9 cubits in length and 4 cubits in breadth. His overthrow was afterwards celebrated in song ([Ps. 135:11](/ps#Ps.135.11); [136:20](/ps#Ps.136.20)).",0.0,person,og_2238,og_2238,
Ohad,4675,o-p38.7,Ohad,"United, or power, the third son of Simeon ([Gen. 46:10](/gen#Gen.46.10)).",0.0,person,ohad_2239,ohad_2239,
Ohel,4676,o-p39.2,Ohel,"A house; tent, the fourth son of Zerubbabel ([1 Chr. 3:20](/1chr#1Chr.3.20)).",0.0,person,ohel_2240,ohel_2240,
Oil,4677,o-p40.2,Oil,"Only olive oil seems to have been used among the Hebrews. It was used for many purposes: for anointing the body or the hair ([Ex. 29:7](/exod#Exod.29.7); [2 Sam. 14:2](/2sam#2Sam.14.2); [Ps. 23:5](/ps#Ps.23.5); [92:10](/ps#Ps.92.10); [104:15](/ps#Ps.104.15); [Luke 7:46](/luke#Luke.7.46)); in some of the offerings ([Ex. 29:40](/exod#Exod.29.40); [Lev. 7:12](/lev#Lev.7.12); [Num. 6:15](/num#Num.6.15); [15:4](/num#Num.15.4)), but was excluded from the sin-offering ([Lev. 5:11](/lev#Lev.5.11)) and the jealousy-offering ([Num. 5:15](/num#Num.5.15)); for burning in lamps ([Ex. 25:6](/exod#Exod.25.6); [27:20](/exod#Exod.27.20); [Matt. 25:3](/matt#Matt.25.3)); for medicinal purposes ([Isa. 1:6](/isa#Isa.1.6); [Luke 10:34](/luke#Luke.10.34); [James 5:14](/jas#Jas.5.14)); and for anointing the dead ([Matt. 26:12](/matt#Matt.26.12); [Luke 23:56](/luke#Luke.23.56)).

 It was one of the most valuable products of the country ([Deut. 32:13](/deut#Deut.32.13); [Ezek. 16:13](/ezek#Ezek.16.13)), and formed an article of extensive commerce with Tyre (27:17).

 The use of it was a sign of gladness ([Ps. 92:10](/ps#Ps.92.10); [Isa. 61:3](/isa#Isa.61.3)), and its omission a token of sorrow ([2 Sam. 14:2](/2sam#2Sam.14.2); [Matt. 6:17](/matt#Matt.6.17)). It was very abundant in Galilee.",0.0,unmatched,unmatched,,
Oil-tree,4678,o-p43.6,Oil-tree,"([Isa. 41:19](/isa#Isa.41.19); R.V. marg., “oleaster”), Heb. ‘etz shemen, rendered “olive tree” in [1 Kings 6:23](/1kgs#1Kgs.6.23), [31](/1kgs#1Kgs.6.31), [32](/1kgs#1Kgs.6.32), [33](/1kgs#1Kgs.6.33) (R.V., “olive wood”) and “pine branches” in [Neh. 8:15](/neh#Neh.8.15) (R.V., “branches of wild olive”), was some tree distinct from the olive. It was probably the oleaster (Eleagnus angustifolius), which grows abundantly in almost all parts of Palestine, especially about Hebron and Samaria. “It has a fine hard wood,” says Tristram, “and yields an inferior oil, but it has no relationship to the olive, which, however, it resembles in general appearance.”",0.0,unmatched,unmatched,,
Ointment,4679,o-p44.7,Ointment,"Various fragrant preparations, also compounds for medical purposes, are so called ([Ex. 30:25](/exod#Exod.30.25); [Ps. 133:2](/ps#Ps.133.2); [Isa. 1:6](/isa#Isa.1.6); [Amos 6:6](/amos#Amos.6.6); [John 12:3](/john#John.12.3); [Rev. 18:13](/rev#Rev.18.13)).",0.0,unmatched,unmatched,,
Old gate,4680,o-p45.7,Old gate,"One of the gates in the north wall of Jerusalem, so called because built by the Jebusites ([Neh. 3:6](/neh#Neh.3.6); [12:39](/neh#Neh.12.39)).",0.0,multi,"['sheep_gate_1070', 'old_gate_439']",,old_gate_439
