personLookup,status,personID,displayTitle,name,surname,alsoCalled,isProperName,ambiguous,Disambiguation (temp),gender,occupations,birthYear,minYear,deathYear,maxYear,birthPlace,deathPlace,memberOf,eastons,dictText,events,eventGroups,verseCount,verses,mother,father,partners,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,alphaGroup,slug,modified
pildash_2357,wip,2357,Pildash,Pildash,,,checked,,,Male,,,-1862,,-1862,,,,,,,,1,Gen.22.22,milcah_2082,nahor_2143,,,"bethuel_487,buz_529,chesed_938,hazo_1468,huz_1582,jidlaph_1615,kemuel_1773",,"gaham_1267,maachah_1840,tebah_2832,thahash_2845",,P,pildash_2357,2019-07-27 11:49
pileha_2358,wip,2358,Pileha,Pileha,,,checked,,,Male,,,-445,,-445,,,,,,,,1,Neh.10.24,,,,,,,,,P,pileha_2358,2019-07-27 11:49
piltai_2359,wip,2359,Piltai,Piltai,,,checked,,,Male,,,0,,0,,,,,,,,1,Neh.12.17,,,,,,,,,P,piltai_2359,2019-07-27 11:49
pinon_2360,wip,2360,Pinon,Pinon,,,checked,,,Male,,,-1853,,-1617,,,,,,,,2,"Gen.36.41,1Chr.1.52",,,,,,,,,P,pinon_2360,2019-07-27 11:49
piram_2361,wip,2361,Piram,Piram,,,checked,,,Male,,,-1451,,-1451,,,,,,,,1,Josh.10.3,,,,,,,,,P,piram_2361,2019-07-27 11:49
pispah_2362,wip,2362,Pispah,Pispah,,,checked,,,Male,,,0,,0,,,Tribe of Asher,,,,,1,1Chr.7.38,,jether_654,,,"ara_280,jephunneh_841",,,,P,pispah_2362,2019-07-27 11:49
pithon_2363,wip,2363,Pithon,Pithon,,,checked,,,Male,,,-1200,,-1200,,,,,,,,2,"1Chr.8.35,1Chr.9.41",,micah_2055,,,"ahaz_119,melech_1993,tahrea_2827",,,,P,pithon_2363,2019-07-27 11:49
pochereth_2364,wip,2364,Pochereth,Pochereth,,,checked,,,Male,,,-445,,-445,,,,,,,,2,"Ezra.2.57,Neh.7.59",,,,,,,,,P,pochereth_2364,2019-07-27 11:49
poratha_2366,wip,2366,Poratha,Poratha,,,checked,,,Male,,,-452,,-452,,,,,,,,1,Esth.9.8,,haman_1360,,,"adalia_77,aridai_299,aridatha_300,arisai_305,aspatha_347,dalphon_971,parmashta_2271,parshandatha_2277,vajezatha_2935",,,,P,poratha_2366,2019-07-27 11:49
portius_2367,publish,2367,Portius Festus,Portius,Festus,Porcius,checked,,,Male,,,60,,62,,,,"""Festus, Porcius""","The successor of Felix (A.D. 60) as procurator of Judea ([Acts 24:27](/acts#Acts.24.27)). A few weeks after he had entered on his office the case of Paul, then a prisoner at Caesarea, was reported to him. The “next day,” after he had gone down to Caesarea, he heard Paul defend himself in the presence of Herod Agrippa II. and his sister Bernice, and not finding in him anything worthy of death or of bonds, would have set him free had he not appealed unto Caesar ([Acts 25:11](/acts#Acts.25.11), [12](/acts#Acts.25.12)). In consequence of this appeal Paul was sent to Rome. Festus, after being in office less than two years, died in Judea.","Paul sent to Felix, Paul appeals to Caesar, Agrippa and Bernice meet Festus, Paul goes before Agrippa",,12,"Acts.24.27,Acts.25.1,Acts.25.4,Acts.25.9,Acts.25.12,Acts.25.13,Acts.25.14,Acts.25.22,Acts.25.24,Acts.26.24,Acts.26.25,Acts.26.32",,,,,,,,,P,portius_2367,2023-12-02 23:09
poti-pherah_2369,wip,2369,Poti-pherah,Poti-pherah,,,checked,,,Male,,,-1715,,-1706,,,,,,,,3,"Gen.41.45,Gen.41.50,Gen.46.20",,,,asenath_335,,,,,P,poti-pherah_2369,2019-07-27 11:49
potiphar_2368,wip,2368,Potiphar,Potiphar,,,checked,,,Male,,,-1728,,-1728,,,,Potiphar,"Dedicated to Ra; i.e., to the sun-god, the Egyptian to whom the Ishmaelites sold Joseph ([Gen. 39:1](/gen#Gen.39.1)). He was “captain of the guard”, i.e., chief, probably, of the state police, who, while they formed part of the Egyptian army, were also largely employed in civil duties (37:36; marg., “chief of the executioners”). Joseph, though a foreigner, gradually gained his confidence, and became overseer over all his possessions. Believing the false accusation which his profligate wife brought against Joseph, Potiphar cast him into prison, where he remained for some years.",,,2,"Gen.37.36,Gen.39.1",,,,,,,,,P,potiphar_2368,2019-07-27 11:49
priscilla_2370,publish,2370,Priscilla,Priscilla,,Prisca,checked,,,Female,,,54,,66,,,,Priscilla,"The wife of Aquila ([Acts 18:2](/acts#Acts.18.2)), who is never mentioned without her. Her name sometimes takes the precedence of his ([Rom. 16:3](/rom#Rom.16.3); [2 Tim. 4:19](/2tim#2Tim.4.19)). She took part with Aquila (q.v.) in insturcting Apollos ([Acts 18:26](/acts#Acts.18.26)).","""Mission to Corinth, 1&2 Thess Written"", Return from Second Missionary Journey, Third Missionary Journey Begins",,6,"Acts.18.2,Acts.18.18,Acts.18.26,Rom.16.3,1Cor.16.19,2Tim.4.19",,,aquila_279,,,,,,P,priscilla_2370,2023-12-02 23:09
prochorus_2371,publish,2371,Prochorus,Prochorus,,,checked,,,Male,,,33,,33,,,,,,Seven chosen to serve,,1,Acts.6.5,,,,,,,,,P,prochorus_2371,2023-12-02 23:09
puah_2355,wip,2355,Puah,Puah,,Phuvah,checked,checked,puah (The sons of Issachar),Male,,,-1706,,-1452,,,Tribe of Issachar,,,,,3,"Gen.46.13,Num.26.23,1Chr.7.1",,issachar_645,,,"jashub_1638,shimron_2706,tola_2878",,,,P,puah_2355,2019-07-27 11:49
puah_2372,wip,2372,Puah,Puah,,,checked,checked,Puah (A Hebrew midwife),Male,,,-1635,,-1635,,,,Puah 1,"One of the two midwives who feared God, and refused to kill the Hebrew male children at their birth ([Ex. 1:15-21](/exod#Exod.1.15)).",,,1,Exod.1.15,,,,,,,,,P,puah_2372,2019-07-27 11:49
puah_2373,wip,2373,Puah,Puah,,,checked,checked,Puah (etymology uncertain),Male,,,-1232,,-1232,,,,Puah 2,A descendant of Issachar ([Judg. 10:1](/judg#Judg.10.1)).,,,1,Judg.10.1,,dodo_1020,,tola_2879,,,,,P,puah_2373,2019-07-27 11:49
publius_2374,publish,2374,Publius,Publius,,,checked,,,Male,,,62,,62,,,,Publius,"“the chief man of the island” of Malta ([Acts 28:7](/acts#Acts.28.7)), who courteously entertained Paul and his shipwrecked companions for three days, till they found a more permanent place of residence; for they remained on the island for three months, till the stormy season had passed. The word here rendered “chief man” (protos) is supposed by some to be properly a Maltese term, the official title of the governor.",Paul stays at Malta,,2,"Acts.28.7,Acts.28.8",,,,,,,,,P,publius_2374,2023-12-02 23:09
pudens_2375,wip,2375,Pudens,Pudens,,,checked,,,Male,,,66,,66,,,,Pudens,"Bashful, a Christian at Rome, who sent his greetings to Timothy ([2 Tim. 4:21](/2tim#2Tim.4.21)).",,,1,2Tim.4.21,,,,,,,,,P,pudens_2375,2019-07-27 11:49
putiel_2377,wip,2377,Putiel,Putiel,,,checked,,,Male,,,-1491,,-1491,,,,,,,,1,Exod.6.25,,,,daughter_of_putiel_990,,,,,P,putiel_2377,2019-07-27 11:49
quartus_2378,wip,2378,Quartus,Quartus,,,checked,,,Male,,,60,,60,,,,Quartus,"Fourth, a Corinthian Christian who sent by Paul his salutations to friends at Rome ([Rom. 16:23](/rom#Rom.16.23)).",,,1,Rom.16.23,,,,,,,,,Q,quartus_2378,2019-07-27 11:49
queen_of_sheba_2379,wip,2379,Queen of Sheba,Queen of Sheba,,queen,,,,Female,,,-990,,-990,,,,,,,,8,"1Kgs.10.1,1Kgs.10.4,1Kgs.10.10,1Kgs.10.13,2Chr.9.1,2Chr.9.3,2Chr.9.9,2Chr.9.12",,,,,,,,,Q,queen_of_sheba_2379,2019-07-27 11:49
raamah_2380,publish,2380,Raamah,Raamah,,,checked,,,Male,,,-2228,,-2228,,,,Raamah 1,One of the sons of Cush ([Gen. 10:7](/gen#Gen.10.7)).,,,2,"Gen.10.7,1Chr.1.9",,cush_962,,"dedan_998,sheba_2567","havilah_1461,nimrod_2206,sabtah_2451,sabtecha_2452,seba_2481",,,,R,raamah_2380,2020-05-17 01:54
rab-mag_2381,wip,2381,Rab-mag,Rab-mag,,,checked,,,Male,,,-588,,-588,,,,,,,,2,"Jer.39.3,Jer.39.13",,,,,,,,,R,rab-mag_2381,2019-07-27 11:49
rab-saris_2383,wip,2383,Rab-saris,Rab-saris,,,checked,,,Male,,,-588,,-588,,,,,,,,2,"Jer.39.3,Jer.39.13",,,,,,,,,R,rab-saris_2383,2019-07-27 11:49
rabsaris_2382,wip,2382,Rabsaris,Rabsaris,,,checked,,,Male,,,-710,,-710,,,,Rabsaris,"Chief of the Heads, one of the three officers whom Sennacherib sent from Lachish with a threatening message to Jerusalem ([2 Kings 18:17](/2kgs#2Kgs.18.17); [Jer. 39:3](/jer#Jer.39.3), [13](/jer#Jer.39.13)).",,,1,2Kgs.18.17,,,,,,,,,R,rabsaris_2382,2019-07-27 11:49
rabshakeh_2384,wip,2384,Rabshakeh,Rabshakeh,,,checked,,,Male,,,-710,,-710,,,,Rabshakeh,"Chief of the princes, the name given to the chief cup-bearer or the vizier of the Assyrian court; one of Sennacherib’s messengers to Hezekiah. See the speech he delivered, in the Hebrew language, in the hearing of all the people, as he stood near the wall on the north side of the city ([2 Kings 18:17-37](/2kgs#2Kgs.18.17)). He and the other envoys returned to their master and reported that Hezekiah and his people were obdurate, and would not submit.",,,16,"2Kgs.18.17,2Kgs.18.19,2Kgs.18.26,2Kgs.18.27,2Kgs.18.28,2Kgs.18.37,2Kgs.19.4,2Kgs.19.8,Isa.36.2,Isa.36.4,Isa.36.11,Isa.36.12,Isa.36.13,Isa.36.22,Isa.37.4,Isa.37.8",,,,,,,,,R,rabshakeh_2384,2019-07-27 11:49
rachab_2385,wip,2385,Rachab,Rachab,,,checked,,,Female,,,26,,26,,,Genealogy of Jesus,Rachab,"'=Rahab, a name found in the genealogy of our Lord ([Matt. 1:5](/matt#Matt.1.5)).",,,1,Matt.1.5,,,,boaz_519,,,,,R,rachab_2385,2019-07-27 11:49
rachel_2386,wip,2386,Rachel,Rachel,,Rahel,checked,,,Female,,-1755,-1753,-1739,-4,,ephrath_403,,Rachel,"Ewe, “the daughter”, “the somewhat petulant, peevish, and self-willed though beautiful younger daughter” of Laban, and one of Jacob’s wives ([Gen. 29:6](/gen#Gen.29.6), [28](/gen#Gen.29.28)). He served Laban fourteen years for her, so deep was Jacob’s affection for her. She was the mother of Joseph ([Gen. 30:22-24](/gen#Gen.30.22)). Afterwards, on Jacob’s departure from Mesopotamia, she took with her her father’s teraphim (31:34, 35). As they journeyed on from Bethel, Rachel died in giving birth to Benjamin (35:18, 19), and was buried “in the way to Ephrath, which is Bethlehem. And Jacob set a pillar upon her grave”. Her sepulchre is still regarded with great veneration by the Jews. Its traditional site is about half a mile from Jerusalem.

 This name is used poetically by Jeremiah (31:15-17) to denote God’s people mourning under their calamities. This passage is also quoted by Matthew as fulfilled in the lamentation at Bethlehem on account of the slaughter of the infants there at the command of Herod ([Matt. 2:17](/matt#Matt.2.17), [18](/matt#Matt.2.18)).",,,45,"Gen.29.6,Gen.29.9,Gen.29.10,Gen.29.11,Gen.29.12,Gen.29.16,Gen.29.17,Gen.29.18,Gen.29.20,Gen.29.25,Gen.29.28,Gen.29.29,Gen.29.30,Gen.29.31,Gen.30.1,Gen.30.2,Gen.30.6,Gen.30.7,Gen.30.8,Gen.30.14,Gen.30.15,Gen.30.22,Gen.30.25,Gen.31.4,Gen.31.14,Gen.31.19,Gen.31.32,Gen.31.33,Gen.31.34,Gen.33.1,Gen.33.2,Gen.33.7,Gen.35.16,Gen.35.19,Gen.35.20,Gen.35.24,Gen.35.25,Gen.46.19,Gen.46.22,Gen.46.25,Gen.48.7,Ruth.4.11,1Sam.10.2,Jer.31.15,Matt.2.18",,laban_1803,israel_682,"joseph_1710,benjamin_463",leah_1813,,,,R,rachel_2386,2020-09-07 01:35
raddai_2387,wip,2387,Raddai,Raddai,,,checked,,,Male,,,-1752,,-1752,,,Tribe of Judah,,,,,1,1Chr.2.14,,jesse_903,,,"abinadab_44,david_994,eliab_1075,elihu_1129,nethaneel_2189,ozem_2260,shammah_2700",,,,R,raddai_2387,2019-07-27 11:49
rahab_2388,wip,2388,Rahab,Rahab,,,checked,,,Female,,,-1451,,64,,,,Rahab,"Insolence; pride, a poetical name applied to Egypt in [Ps. 87:4](/ps#Ps.87.4); [89:10](/ps#Ps.89.10); [Isa. 51:9](/isa#Isa.51.9), as “the proud one.”

 Rahab, (Heb. Rahab; i.e., “broad,” “large”). When the Hebrews were encamped at Shittim, in the “Arabah” or Jordan valley opposite Jericho, ready to cross the river, Joshua, as a final preparation, sent out two spies to “spy the land.” After five days they returned, having swum across the river, which at this season, the month Abib, overflowed its banks from the melting of the snow on Lebanon. The spies reported how it had fared with them ([Josh. 2:1-7](/josh#Josh.2.1)). They had been exposed to danger in Jericho, and had been saved by the fidelity of Rahab the harlot, to whose house they had gone for protection. When the city of Jericho fell (6:17-25), Rahab and her whole family were preserved according to the promise of the spies, and were incorporated among the Jewish people. She afterwards became the wife of Salmon, a prince of the tribe of Judah ([Ruth 4:21](/ruth#Ruth.4.21); [1 Chr. 2:11](/1chr#1Chr.2.11); [Matt. 1:5](/matt#Matt.1.5)). “Rahab’s being asked to bring out the spies to the soldiers ([Josh. 2:3](/josh#Josh.2.3)) sent for them, is in strict keeping with Eastern manners, which would not permit any man to enter a woman’s house without her permission. The fact of her covering the spies with bundles of flax which lay on her house-roof (2:6) is an ‘undesigned coincidence’ which strictly corroborates the narrative. It was the time of the barley harvest, and flax and barley are ripe at the same time in the Jordan valley, so that the bundles of flax stalks might have been expected to be drying just then” (Geikie’s Hours, etc., ii., 390).",,,7,"Josh.2.1,Josh.2.3,Josh.6.17,Josh.6.23,Josh.6.25,Heb.11.31,Jas.2.25",,,,,,,,,R,rahab_2388,2019-07-27 11:49
raham_2389,wip,2389,Raham,Raham,,,checked,,,Male,,,-1470,,-1470,,,Tribe of Judah,Raham,"Merciful, one of the descendants of Caleb, the son of Hezron ([1 Chr. 2:44](/1chr#1Chr.2.44)).",,,1,1Chr.2.44,,shema_2614,,,,,,,R,raham_2389,2019-07-27 11:49
rakem_2390,wip,2390,Rakem,Rakem,,,checked,,,Male,,,0,,0,,,Tribe of Joseph,,,,,1,1Chr.7.16,,sheresh_2669,,,ulam_2889,,,,R,rakem_2390,2019-07-27 11:49
ram_2391,wip,2391,Ram,Ram,,Aram,checked,checked,"Ram ((Hebrew: אֲרָם Aram) is a son of Shem, according to the Table of Nations in Genesis 10 of the Hebrew Bible, and the father of Uz, Hul, Gether and Mash or Meshech.[1] The Book of Chronicles lists Aram, Uz, Hul, Gether, and Meshech as descendants of Shem, although without stating explicitly that Aram is the father of the other four.[2] Aram is usually regarded as being the eponymous ancestor of the Aramean people of Northern Mesopotamia and Syria.)",Male,,,-1752,,26,,,"Tribe of Judah,Genealogy of Jesus",Ram 1,"The son of Hezron, and one of the ancestors of the royal line ([Ruth 4:19](/ruth#Ruth.4.19)). The margin of [1 Chr. 2:9](/1chr#1Chr.2.9), also [Matt. 1:3](/matt#Matt.1.3), [4](/matt#Matt.1.4) and [Luke 3:33](/luke#Luke.3.33), have “Aram.”",,,6,"Ruth.4.19,1Chr.2.9,1Chr.2.10,Matt.1.3,Matt.1.4,Luke.3.33",,hezron_1520,,amminadab_228,"ashur_342,caleb_538,jerahmeel_843,segub_2484",,,,R,ram_2391,2019-07-27 11:49
ram_2392,wip,2392,Ram,Ram,,,checked,checked,Ram (Elevated),Male,,,-1470,,-1470,,,Tribe of Judah,Ram 2,"One of the sons of Jerahmeel ([1 Chr. 2:25](/1chr#1Chr.2.25), [27](/1chr#1Chr.2.27)).",,,2,"1Chr.2.25,1Chr.2.27",,jerahmeel_843,,"eker_1041,jamin_721,maaz_1872","ahijah_137,bunah_525,onam_2249,oren_2256,ozem_2261",,,,R,ram_2392,2019-07-27 11:49
ram_2393,wip,2393,Ram,Ram,,,checked,checked,Ram (son of Hezron),Male,,,-1520,,-1520,,,,Ram 3,A person mentioned in [Job 32:2](/job#Job.32.2) as founder of a clan to which Elihu belonged. The same as Aram of [Gen. 22:21](/gen#Gen.22.21).,,,1,Job.32.2,,,,,,,,,R,ram_2393,2019-07-27 11:49
ramiah_2394,wip,2394,Ramiah,Ramiah,,,checked,,,Male,,,-456,,-456,,,,,,,,1,Ezra.10.25,,,,,,,,,R,ramiah_2394,2019-07-27 11:49
ramoth_2395,wip,2395,Ramoth,Ramoth,,,checked,,,Male,,,-456,,-456,,,,,,,,1,Ezra.10.29,,,,,,,,,R,ramoth_2395,2019-07-27 11:49
rapha_2447,wip,2447,Rapha,Rapha,,Rosh,checked,,,Male,,,-1706,,-1706,,,Tribe of Benjamin,Rapha 1,"A Benjamite, the son of Binea ([1 Chr. 8:2](/1chr#1Chr.8.2), [37](/1chr#1Chr.8.37)), a descendant of Saul.",,,2,"Gen.46.21,1Chr.8.2",,benjamin_463,,,"ahiram_158,ard_293,ashbel_336,becher_423,bela_436,jediael_757,ehi_1038,gera_1298,huram_1569,shupham_2115,nohah_2120",,,,R,rapha_2447,2019-07-27 11:49
raphu_2397,wip,2397,Raphu,Raphu,,,checked,,,Male,,,-1490,,-1490,,,,Raphu,"Healed, a Benjamite, whose son Palti was one of the twelve spies ([Num. 13:9](/num#Num.13.9)).",,,1,Num.13.9,,,,palti_2269,,,,,R,raphu_2397,2019-07-27 11:49
reaia_2398,wip,2398,Reaia,Reaia,,,checked,,,Male,,,-1710,,-1710,,,,,,,,1,1Chr.5.5,,micah_2050,,baal_574,,,,,R,reaia_2398,2019-07-27 11:49
reaiah_1421,wip,1421,Reaiah,Reaiah,,Haroeh,checked,checked,Reaiah (son of Shobal),Male,,,-1721,,-1470,,,Tribe of Judah,,,,,2,"1Chr.2.52,1Chr.4.2",,shobal_2720,,jahath_690,,,,,R,reaiah_1421,2019-07-27 11:49
reaiah_2399,wip,2399,Reaiah,Reaiah,,,checked,checked,Reaiah (Giddel),Male,,,-445,,-445,,,,,,,,2,"Ezra.2.47,Neh.7.50",,,,,,,,,R,reaiah_2399,2019-07-27 11:49
reba_2400,wip,2400,Reba,Reba,,,checked,,,Male,,,-1452,,-1444,,,,Reba,"Fourth, one of the Midianite chiefs slain by the Israelites in the wilderness ([Num. 31:8](/num#Num.31.8); [Josh. 13:21](/josh#Josh.13.21)).",,,2,"Num.31.8,Josh.13.21",,,,,,,,,R,reba_2400,2019-07-27 11:49
rebekah_2401,wip,2401,Rebekah,Rebekah,,,checked,,,Female,,-1875,-1862,,-1689,,,,Rebekah,"A noose, the daughter of Bethuel, and the wife of Isaac ([Gen. 22:23](/gen#Gen.22.23); [24:67](/gen#Gen.24.67)). The circumstances under which Abraham’s “steward” found her at the “city of Nahor,” in Padan-aram, are narrated in [Gen. 24](/gen#Gen.24)-27. “She can hardly be regarded as an amiable woman. When we first see her she is ready to leave her father’s house for ever at an hour’s notice; and her future life showed not only a full share of her brother Laban’s duplicity, but the grave fault of partiality in her relations to her children, and a strong will, which soon controlled the gentler nature of her husband.” The time and circumstances of her death are not recorded, but it is said that she was buried in the cave of Machpelah ([Gen. 49:31](/gen#Gen.49.31)).",,,29,"Gen.22.23,Gen.24.15,Gen.24.29,Gen.24.30,Gen.24.45,Gen.24.51,Gen.24.53,Gen.24.58,Gen.24.59,Gen.24.60,Gen.24.61,Gen.24.64,Gen.24.67,Gen.25.20,Gen.25.21,Gen.25.28,Gen.26.7,Gen.26.8,Gen.26.35,Gen.27.5,Gen.27.6,Gen.27.11,Gen.27.15,Gen.27.42,Gen.27.46,Gen.28.5,Gen.29.12,Gen.35.8,Gen.49.31",,bethuel_487,isaac_616,"israel_682,esau_1216",laban_1803,,,,R,rebekah_2401,2020-09-07 19:05
rechab_2402,wip,2402,Rechab,Rechab,,,checked,checked,Rechab (father of Jehonadab),Male,,,-1048,,-1048,,,,Rechab 1,One of Ishbosheth’s “captains of bands” or leaders of predatory troops ([2 Sam. 4:2](/2sam#2Sam.4.2)).,,,4,"2Sam.4.2,2Sam.4.5,2Sam.4.6,2Sam.4.9",,rimmon_2441,,,baanah_582,,,,R,rechab_2402,2019-07-27 11:49
rechab_2403,wip,2403,Rechab,Rechab,,,checked,checked,Rechab (Captain of a Band),Male,,,-607,,-607,,,,Rechab 2,"The father of Jehonadab, who was the father of the Rechabites ([2 Kings 10:15](/2kgs#2Kgs.10.15), [23](/2kgs#2Kgs.10.23); [Jer. 35:6-19](/jer#Jer.35.6)).",,,7,"2Kgs.10.15,2Kgs.10.23,Jer.35.6,Jer.35.8,Jer.35.14,Jer.35.16,Jer.35.19",,,,jonadab_799,,,,,R,rechab_2403,2019-07-27 11:49
rechab_2404,wip,2404,Rechab,Rechab,,,checked,checked,Rechab (Captain of a Band),Male,,,-445,,-445,,,,,,,,1,Neh.3.14,,,,malchiah_1904,,,,,R,rechab_2404,2019-07-27 11:49
rechah_2405,wip,2405,Rechah,Rechah,,,checked,,,Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.12,,,,"shuah_2729,chelub_929",,,,,R,rechah_2405,2019-07-27 11:49
reelaiah_2406,wip,2406,Reelaiah,Reelaiah,,Raamiah,checked,,,Male,,,-445,,-445,,,,Raamiah,"Thunder of the Lord, one of the princes who returned from the Exile ([Neh. 7:7](/neh#Neh.7.7)); called also Reelaiah ([Ezra 2:2](/ezra#Ezra.2.2)).",,,2,"Ezra.2.2,Neh.7.7",,,,,,,,,R,reelaiah_2406,2019-07-27 11:49
regem_2407,wip,2407,Regem,Regem,,,checked,,,Male,,,-1470,,-1470,,,Tribe of Judah,,,,,1,1Chr.2.47,,jahdai_701,,,"ephah_1199,gesham_1306,jotham_1736,pelet_2309,shaaph_2506",,,,R,regem_2407,2019-07-27 11:49
regem-melech_2408,wip,2408,Regem-melech,Regem-melech,,,checked,,,Male,,,-518,,-518,,,,Regem-melech,"Friend of the king, one of the two messengers sent by the exiled Jews to Jerusalem in the time of Darius ([Zech. 7:2](/zech#Zech.7.2)) to make inquiries at the temple.",,,1,Zech.7.2,,,,,,,,,R,regem-melech_2408,2019-07-27 11:49
rehabiah_2409,wip,2409,Rehabiah,Rehabiah,,,checked,,,Male,,,-1015,,-1015,,,Tribe of Levi,Rehabiah,"Enlargement of the Lord, the son of Eliezer, and grandson of Moses ([1 Chr. 23:17](/1chr#1Chr.23.17); [24:21](/1chr#1Chr.24.21)).",,,3,"1Chr.23.17,1Chr.24.21,1Chr.26.25",,eliezer_1114,,jeshaiah_647,,,,,R,rehabiah_2409,2019-07-27 11:49
rehob_2410,wip,2410,Rehob,Rehob,,,checked,checked,"The father of Hadadezer, king of Tobah ( 2 Samuel 8:3 2 Samuel 8:12 ) Nehemiah 10:11 The same, probably, as Beth-rehob ( 2 Samuel 10:6 2 Samuel 10:8 ; Judg. 18:28 ), a place in the north of Palestine ( Numbers 13:21 ). It is now supposed to be represented by the castle of Hunin, south-west of Dan, on the road from Hamath into Coele-Syria. A town of Asher ( Joshua 19:28 ), to the east of Zidon. Another town of Asher ( Joshua 19:30 ), kept possession of by the Canaanites ( Judges 1:31 ).",Male,,,-1040,,-1040,,,,Rehob 1,"The father of Hadadezer, king of Tobah ([2 Sam. 8:3](/2sam#2Sam.8.3), [12](/2sam#2Sam.8.12)).",,,2,"2Sam.8.3,2Sam.8.12",,,,hadarezer_1340,,,,,R,rehob_2410,2019-07-27 11:49
rehob_2411,wip,2411,Rehob,Rehob,,,checked,checked,Rehob(sons after the flood),Male,,,-445,,-445,,,,Rehob 2,[Neh. 10:11](/neh#Neh.10.11).,,,1,Neh.10.11,,,,,,,,,R,rehob_2411,2019-07-27 11:49
rehoboam_2412,wip,2412,Rehoboam,Rehoboam,,Roboam,checked,,,Male,,-966,-1053,-910,26,jerusalem_636,jerusalem_636,"Tribe of Judah,Genealogy of Jesus",Rehoboam,"He enlarges the people, the successor of Solomon on the throne, and apparently his only son. He was the son of Naamah “the Ammonitess,” some well-known Ammonitish princess ([1 Kings 14:21](/1kgs#1Kgs.14.21); [2 Chr. 12:13](/2chr#2Chr.12.13)). He was forty-one years old when he ascended the throne, and he reigned seventeen years (B.C. 975-958). Although he was acknowledged at once as the rightful heir to the throne, yet there was a strongly-felt desire to modify the character of the government. The burden of taxation to which they had been subjected during Solomon’s reign was very oppressive, and therefore the people assembled at Shechem and demanded from the king an alleviation of their burdens. He went to meet them at Shechem, and heard their demands for relief ([1 Kings 12:4](/1kgs#1Kgs.12.4)). After three days, having consulted with a younger generation of courtiers that had grown up around him, instead of following the advice of elders, he answered the people haughtily (6-15). “The king hearkened not unto the people; for the cause was from the Lord” (comp. 11:31). This brought matters speedily to a crisis. The terrible cry was heard (comp. [2 Sam. 20:1](/2sam#2Sam.20.1)):

 “What portion have we in David?  Neither have we inheritance in the son of Jesse:  To your tents, O Israel:  Now see to thine own house, David” ([1 Kings 12:16](/1kgs#1Kgs.12.16)).

 And now at once the kingdom was rent in twain. Rehoboam was appalled, and tried concessions, but it was too late (18). The tribe of Judah, Rehoboam’s own tribe, alone remained faithful to him. Benjamin was reckoned along with Judah, and these two tribes formed the southern kingdom, with Jerusalem as its capital; while the northern ten tribes formed themselves into a separate kingdom, choosing Jeroboam as their king. Rehoboam tried to win back the revolted ten tribes by making war against them, but he was prevented by the prophet Shemaiah (21-24; [2 Chr. 11:1-4](/2chr#2Chr.11.1)) from fulfilling his purpose.

 In the fifth year of Rehoboam’s reign, Shishak (q.v.), one of the kings of Egypt of the Assyrian dynasty, stirred up, no doubt, by Jeroboam his son-in-law, made war against him. Jerusalem submitted to the invader, who plundered the temple and virtually reduced the kingdom to the position of a vassal of Egypt ([1 Kings 14:25](/1kgs#1Kgs.14.25), [26](/1kgs#1Kgs.14.26); [2 Chr. 12:5-9](/2chr#2Chr.12.5)). A remarkable memorial of this invasion has been discovered at Karnac, in Upper Egypt, in certain sculptures on the walls of a small temple there. These sculptures represent the king, Shishak, holding in his hand a train of prisoners and other figures, with the names of the captured towns of Judah, the towns which Rehoboam had fortified ([2 Chr. 11:5-12](/2chr#2Chr.11.5)).

 The kingdom of Judah, under Rehoboam, sank more and more in moral and spiritual decay. “There was war between Rehoboam and Jeroboam all their days.” At length, in the fifty-eighth year of his age, Rehoboam “slept with his fathers, and was buried with his fathers in the city of David” ([1 Kings 14:31](/1kgs#1Kgs.14.31)). He was succeeded by his son Abijah.",,,42,"1Kgs.11.43,1Kgs.12.1,1Kgs.12.3,1Kgs.12.6,1Kgs.12.12,1Kgs.12.17,1Kgs.12.18,1Kgs.12.21,1Kgs.12.23,1Kgs.12.27,1Kgs.14.21,1Kgs.14.25,1Kgs.14.27,1Kgs.14.29,1Kgs.14.30,1Kgs.14.31,1Kgs.15.6,1Chr.3.10,2Chr.9.31,2Chr.10.1,2Chr.10.3,2Chr.10.6,2Chr.10.12,2Chr.10.13,2Chr.10.17,2Chr.10.18,2Chr.11.1,2Chr.11.3,2Chr.11.5,2Chr.11.17,2Chr.11.18,2Chr.11.21,2Chr.11.22,2Chr.12.1,2Chr.12.2,2Chr.12.5,2Chr.12.10,2Chr.12.13,2Chr.12.15,2Chr.12.16,2Chr.13.7,Matt.1.7",naamah_2119,solomon_2762,"abihail_31,maachah_1841,mahalath_1888","jeush_1603,zaham_2980,ziza_3098,abijah_38,attai_365,shelomith_2610,shamariah_2531","basmath_415,taphath_2825",,,,R,rehoboam_2412,2020-11-05 20:37
