"StrongsID","lemma","xlit","pronounce","description","PartOfSpeech","Language"
"H534","אָמִיר","ʼâmîyr","aw-meer'","apparently from אָמַר (in the sense of self-exaltation); a summit (of a tree or mountain); bough, branch.","Noun Masculine","heb"
"H5340","נָצַץ","nâtsats","naw-tsats'","a primitive root; to glare, i.e. be bright-colored; sparkle.","Verb","heb"
"H5341","נָצַר","nâtsar","naw-tsar'","a primitive root; to guard, in a good sense (to protect, maintain, obey, etc.) or a bad one (to conceal, etc.); besieged, hidden thing, keep(-er, -ing), monument, observe, preserve(-r), subtil, watcher(-man).","Verb","heb"
"H5342","נֵצֶר","nêtser","nay'-tser","from נָצַר in the sense of greenness as a striking color; a shoot; figuratively, a descendant; branch.","Noun Masculine","heb"
"H5343","נְקֵא","nᵉqêʼ","nek-ay'","(Aramaic) from a root corresponding to נָקָה; clean; pure.","Adjective","arc"
"H5344","נָקַב","nâqab","naw-kab'","a primitive root; to puncture, literally (to perforate, with more or less violence) or figuratively (to specify, designate, libel); appoint, blaspheme, bore, curse, express, with holes, name, pierce, strike through.","Verb","heb"
"H5345","נֶקֶב","neqeb","neh'keb","a bezel (for a gem); pipe.","Noun Masculine","heb"
"H5346","נֶקֶב","Neqeb","neh'-keb","the same as נֶקֶב; dell; Nekeb, a place in Palestine; Nekeb.","Proper Name Location","x-pn"
"H5347","נְקֵבָה","nᵉqêbâh","nek-ay-baw'","from נָקַב; female (from the sexual form); female.","Noun Feminine","heb"
"H5348","נָקֹד","nâqôd","naw-kode'","from an unused root meaning to mark (by puncturing or branding); spotted; speckled.","Adjective","heb"
"H5349","נֹקֵד","nôqêd","no-kade'","active participle from the same as נָקֹד; a spotter (of sheep or cattle), i.e. the owner or tender (who thus marks them); herdman, sheepmaster.","Noun Masculine","heb"
"H535","אָמַל","ʼâmal","aw-mal'","a primitive root; to droop; by implication to be sick, to mourn; languish, be weak, wax feeble.","Verb","heb"
"H5350","נִקֻּד","niqqud","nik-kood'","from the same as נָקֹד; a crumb (as broken to spots); also a biscuit (as pricked); cracknel, mouldy.","Noun Masculine","heb"
"H5351","נְקֻדָּה","nᵉquddâh","ned-ood-daw'","feminine of נָקֹד; a boss; stud.","Noun Feminine","heb"
"H5352","נָקָה","nâqâh","naw-kaw'","a primitive root; to be (or make) clean (literally or figuratively); by implication (in an adverse sense) to be bare, i.e. extirpated; acquit [idiom] at all, [idiom] altogether, be blameless, cleanse, (be) clear(-ing), cut off, be desolate, be free, be (hold) guiltless, be (hold) innocent, [idiom] by no means, be quit, be (leave) unpunished, [idiom] utterly, [idiom] wholly.","Verb","heb"
"H5353","נְקוֹדָא","Nᵉqôwdâʼ","nek-o-daw'","feminine of נָקֹד (in the figurative sense of marked); distinction; Nekoda, a Temple-servant; Nekoda.","Proper Name Feminine","x-pn"
"H5354","נָקַט","nâqaṭ","naw-kat'","a primitive root; to loathe; weary.","Verb","heb"
"H5355","נָקִי","nâqîy","naw-kee'","or נָקִיא; (Joel 4:19; Jonah [1:14), from נָקָה; innocent; blameless, clean, clear, exempted, free, guiltless, innocent, quit.","Adjective","heb"
"H5356","נִקָּיוֹן","niqqâyôwn","nik-kaw-yone'","or נִקָּיֹן; from נָקָה; clearness (literally or figuratively); cleanness, innocency.","Noun Masculine","heb"
"H5357","נָקִיק","nâqîyq","naw-keek'","from an unused root meaning to bore; a cleft; hole.","Noun Masculine","heb"
"H5358","נָקַם","nâqam","naw-kam'","a primitive root; to grudge, i.e. avenge or punish; avenge(-r, self), punish, revenge (self), [idiom] surely, take vengeance.","Verb","heb"
"H5359","נָקָם","nâqâm","naw-kawm'","from נָקַם; revenge; [phrase] avenged, quarrel, vengeance.","Noun Masculine","heb"
"H536","אֻמְלַל","ʼumlal","oom-lal'","from אָמַל; sick; weak.","Adjective","heb"
"H5360","נְקָמָה","nᵉqâmâh","nek-aw-maw'","feminine of נָקָם; avengement, whether the act of the passion; [phrase] avenge, revenge(-ing), vengeance.","Noun Feminine","heb"
"H5361","נָקַע","nâqaʻ","naw-kah'","a primitive root; to feel aversion; be alienated.","Verb","heb"
"H5362","נָקַף","nâqaph","naw-kaf'","a primitive root; to strike with more or less violence (beat, fell, corrode); by implication (of attack) to knock together, i.e. surround or circulate; compass (about, -ing), cut down, destroy, go round (about), inclose, round.","Verb","heb"
"H5363","נֹקֶף","nôqeph","no'-kef","from נָקַף; a threshing (of olives); shaking.","Noun Masculine","heb"
"H5364","נִקְפָּה","niqpâh","nik-paw'","from נָקַף; probably a rope (as encircling); rent.","Noun Feminine","heb"
"H5365","נָקַר","nâqar","naw-kar'","a primitive root; to bore (penetrate, quarry); dig, pick out, pierce, put (thrust) out.","Verb","heb"
"H5366","נְקָרָה","nᵉqârâh","nek-aw-raw'","from נָקַר, a fissure; {to bore (penetrate, quarry)}; cleft, clift.","Noun Feminine","heb"
"H5367","נָקַשׁ","nâqash","naw-kash'","a primitive root; to entrap (with a noose), literally or figuratively; catch (lay a) snare.","Verb","heb"
"H5368","נְקַשׁ","nᵉqash","nek-ash'","(Aramaic) corresponding to נָקַשׁ; used in the sense of נָקַף; to knock; smote.","","arc"
"H5369","נֵר","Nêr","nare","the same as נִיר; lamp; Ner, an Israelite; Ner.","Proper Name Masculine","x-pn"
"H537","אֲמֵלָל","ʼămêlâl","am-ay-lawl'","from אָמַל; languid; feeble.","Adjective","heb"
"H5370","נֵרְגַּל","Nêrᵉgal","nare-gal'","of foreign origin; Nergal, a Cuthite deity; Nergal.","Proper Name Masculine","x-pn"
"H5371","נֵרְגַּל שַׁרְאֶצֶר","Nêrᵉgal Sharʼetser","nare-gal' shar-eh'-tser","from נֵרְגַּל and שַׁרְאֶצֶר; Nergal-Sharetser, the name of two Babylonians; Nergal-sharezer.","Proper Name Masculine","x-pn"
"H5372","נִרְגָּן","nirgân","neer-gawn'","from an unused root meaning to roll to pieces; a slanderer; talebearer, whisperer.","Verb","heb"
"H5373","נֵרְדְּ","nêrd","nayrd","of foreign origin; nard, an aromatic; spikenard.","Noun Masculine","heb"
"H5374","נֵרִיָּה","Nêrîyâh","nay-ree-yaw'","or נֵרִיָּהוּ; from נִיר and יָהּ; light of Jah; Nerijah, an Israelite; Neriah.","Proper Name Masculine","x-pn"
"H5375","נָשָׂא","nâsâʼ","naw-saw'","or נָסָה; (Psalm 4:6 (אֲבַד)), a primitive root; to lift, in a great variety of applications, literal and figurative, absolute and relative; accept, advance, arise, (able to, (armor), suffer to) bear(-er, up), bring (forth), burn, carry (away), cast, contain, desire, ease, exact, exalt (self), extol, fetch, forgive, furnish, further, give, go on, help, high, hold up, honorable ([phrase] man), lade, lay, lift (self) up, lofty, marry, magnify, [idiom] needs, obtain, pardon, raise (up), receive, regard, respect, set (up), spare, stir up, [phrase] swear, take (away, up), [idiom] utterly, wear, yield.","Verb","heb"
"H5376","נְשָׂא","nᵉsâʼ","nes-aw'","(Aramaic) corresponding to נָשָׂא; {to lift}; carry away, make insurrection, take.","Verb","arc"
"H5377","נָשָׁא","nâshâʼ","naw-shaw'","a primitive root; to lead astray, i.e. (mentally) to delude, or (morally) to seduce; beguile, deceive, [idiom] greatly, [idiom] utterly.","Verb","heb"
"H5378","נָשָׁא","nâshâʼ","naw-shaw'","a primitive root (perhaps identical with נָשָׁא, through the idea of imposition); to lend on interest; by implication, to dun fordebt; [idiom] debt, exact, giver of usury.","Verb","heb"
"H5379","נִשֵּׂאת","nissêʼth","nis-sayth'","passive participle feminine of נָשָׂא; something taken, i.e. a present; gift.","Feminine","heb"
"H538","אֲמָם","ʼĂmâm","am-awm'","from אֵם; gathering-spot; Amam, a place in Palestine; Amam.","Proper Name Location","x-pn"
"H5380","נָשַׁב","nâshab","naw-shab'","a primitive root; to blow; by implication, to disperse; (cause to) blow, drive away.","Verb","heb"
"H5381","נָשַׂג","nâsag","naw-sag'","a primitive root; to reach (literally or figuratively); ability, be able, attain (unto), (be able to, can) get, lay at, put, reach, remove, wax rich, [idiom] surely, (over-) take (hold of, on, upon).","Verb","heb"
"H5382","נָשָׁה","nâshâh","naw-shaw'","a primitive root; to forget; figuratively, to neglect; causatively, to remit, remove; forget, deprive, exact.","Verb","heb"
"H5383","נָשָׁה","nâshâh","naw-shaw'","a primitive root (rather identical with נָשָׁה, in the sense of נָשָׁא); to lend or (by reciprocity) borrow on security or interest; creditor, exact, extortioner, lend, usurer, lend on (taker on) usury.","Verb","heb"
"H5384","נָשֶׁה","nâsheh","naw-sheh'","from נָשָׁה, in the sense of failure; rheumatic or crippled (from the incident to Jacob); which shrank.","Noun Masculine","heb"
"H5385","נְשׂוּאָה","nᵉsûwʼâh","nes-oo-aw'","or rather, נְשֻׂאָה; feminine. passive participle of נָשָׂא; something borne, i.e. a load; carriage.","Noun Feminine","heb"
"H5386","נְשִׁי","nᵉshîy","nesh-ee'","from נָשָׁה; a debt; debt.","Noun Masculine","heb"
"H5387","נָשִׂיא","nâsîyʼ","naw-see'","or נָשִׂא; from נָשָׂא; properly, an exalted one, i.e. a king or sheik; also a rising mist; captain, chief, cloud, governor, prince, ruler, vapour.","Noun Masculine","heb"
"H5388","נְשִׁיָּה","nᵉshîyâh","nesh-ee-yaw'","from נָשָׁה; oblivion; forgetfulness.","Noun Feminine","heb"
"H5389","נָשִׁין","nâshîyn","naw-sheen'","(Aramaic) irregular plural feminine of אֱנָשׁ; {a man}; women.","Noun Feminine","arc"
"H539","אָמַן","ʼâman","aw-man'","a primitive root; (Isaiah 30:21; interchangeable with אָמַן, to go to the right hand); properly, to build up or support; to foster as a parent or nurse; figuratively to render (or be) firm or faithful, to trust or believe, to be permanent or quiet; morally to be true or certain; hence, assurance, believe, bring up, establish, [phrase] fail, be faithful (of long continuance, stedfast, sure, surely, trusty, verified), nurse, (-ing father), (put), trust, turn to the right.","Verb","heb"
"H5390","נְשִׁיקָה","nᵉshîyqâh","nesh-ee-kaw'","from נָשַׁק; a kiss; kiss.","Noun Feminine","heb"
"H5391","נָשַׁךְ","nâshak","naw-shak'","a primitive root; to strike with a sting (as a serpent); figuratively, to oppress with interest on a loan; bite, lend upon usury.","Verb","heb"
"H5392","נֶשֶׁךְ","neshek","neh'-shek","from נָשַׁךְ; interest on a debt; usury.","Noun Masculine","heb"
"H5393","נִשְׁכָּה","nishkâh","nish-kaw'","for לִשְׁכָּה; a cell; chamber.","Noun Feminine","heb"
"H5394","נָשַׁל","nâshal","naw-shal'","a primitive root; to pluck off, i.e. divest, eject or drop; cast (out), drive, loose, put off (out), slip.","Verb","heb"
"H5395","נָשַׁם","nâsham","naw-sham'","a primitive root; properly, to blow away, i.e. destroy; destroy.","Verb","heb"
"H5396","נִשְׁמָא","nishmâʼ","nish-maw'","(Aramaic) corresponding to נְשָׁמָה; vital breath; breath.","Noun Feminine","arc"
"H5397","נְשָׁמָה","nᵉshâmâh","nesh-aw-maw'","from נָשַׁם; a puff, i.e. wind, angry or vital breath, divine inspiration, intellect. or (concretely) an animal; blast, (that) breath(-eth), inspiration, soul, spirit.","Noun Feminine","heb"
"H5398","נָשַׁף","nâshaph","naw-shaf'","a primitive root; to breeze, i.e. blow up fresh (as the wind); blow.","Verb","heb"
"H5399","נֶשֶׁף","nesheph","neh'-shef","from נָשַׁף; properly, a breeze, i.e. (by implication) dusk (when the evening breeze prevails); dark, dawning of the day (morning), night, twilight.","Noun Masculine","heb"
"H54","אֶבְיָתָר","ʼEbyâthâr","ab-yaw-thawr'","contracted from אָב and יָתַר; father of abundance (i.e. liberal); Ebjathar, an Israelite; Abiathar.","Proper Name Masculine","x-pn"
"H540","אֲמַן","ʼăman","am-an'","(Aramaic) corresponding to אָמַן; {properly, to build up or support; to foster as a parent or nurse; figuratively to render (or be) firm or faithful, to trust or believe, to be permanent or quiet; morally to be true or certain}; believe, faithful, sure.","Verb","arc"
"H5400","נָשַׂק","nâsaq","naw-sak'","a primitive root; to catch fire; burn, kindle.","Verb","heb"
"H5401","נָשַׁק","nâshaq","naw-shak'","a primitive root (identical with נָשַׂק, through the idea of fastening up; compare חָזַק, חָשַׁק); to kiss, literally or figuratively (touch); also (as a mode of attachment), to equip with weapons; armed (men), rule, kiss, that touched.","Verb","heb"
"H5402","נֶשֶׁק","nesheq","neh'-shek","or נֵשֶׁק; from נָשַׁק; military equipment, i.e. (collectively) arms (offensive or defensive), or (concretely) an arsenal; armed men, armour(-y), battle, harness, weapon.","Noun Masculine","heb"
"H5403","נְשַׁר","nᵉshar","nesh-ar'","(Aramaic) corresponding to נֶשֶׁר; an eagle; eagle.","Noun Masculine","arc"
"H5404","נֶשֶׁר","nesher","neh'-sher","from an unused root meaning to lacerate; the eagle (or other large bird of prey); eagle.","Noun Masculine","heb"
"H5405","נָשַׁת","nâshath","naw-shath'","a primitive root; properly, to eliminate, i.e. (intransitively) to dry up; fail.","Verb","heb"
"H5406","נִשְׁתְּוָן","nishtᵉvân","nish-tev-awn'","probably of Persian origin; an epistle; letter.","Noun Masculine","heb"
"H5407","נִשְׁתְּוָן","nishtᵉvân","nish-tev-awn'","(Aramaic) corresponding to נִשְׁתְּוָן; {an epistle}; letter.","Noun Masculine","arc"
"H5408","נָתַח","nâthach","naw-thakh'","a primitive root; to dismember; cut (in pieces), divide, hew in pieces.","Verb","heb"
"H5409","נֵתַח","nêthach","nay'-thakh","from נָתַח; a fragment; part, piece.","Noun Masculine","heb"
"H541","אָמַן","ʼâman","aw-man'","denominative from יָמִין; to take the right hand road; turn to the right. See אָמַן.","Verb","heb"
"H5410","נָתִיב","nâthîyb","naw-theeb'","or (feminine) נְתִיבָה; or נְתִבָה; (Jeremiah 6:16), from an unused root meaning to tramp; a (beaten) track; path(-way), [idiom] travel(-ler), way.","Noun","heb"
"H5411","נָתִין","Nâthîyn","naw-theen'","or נָתוּן (Ezra 8:17), (the proper form as passive participle), from נָתַן; one given, i.e. (in the plural only); the Nethinim, or Temple-servants (as given to that duty); Nethinims.","Noun Masculine","heb"
"H5412","נְתִין","Nᵉthîyn","netheen'","(Aramaic) corresponding to נָתִין; {the Nethinim, or Temple-servants (as given to that duty)}; Nethinims.","Noun Masculine","arc"
"H5413","נָתַךְ","nâthak","naw-thak'","a primitive root; to flow forth (literally or figuratively); by implication, to liquify; drop, gather (together), melt, pour (forth, out).","Verb","heb"
"H5414","נָתַן","nâthan","naw-than'","a primitive root; to give, used with greatest latitude of application (put, make, etc.); add, apply, appoint, ascribe, assign, [idiom] avenge, [idiom] be (healed), bestow, bring (forth, hither), cast, cause, charge, come, commit, consider, count, [phrase] cry, deliver (up), direct, distribute, do, [idiom] doubtless, [idiom] without fail, fasten, frame, [idiom] get, give (forth, over, up), grant, hang (up), [idiom] have, [idiom] indeed, lay (unto charge, up), (give) leave, lend, let (out), [phrase] lie, lift up, make, [phrase] O that, occupy, offer, ordain, pay, perform, place, pour, print, [idiom] pull, put (forth), recompense, render, requite, restore, send (out), set (forth), shew, shoot forth (up), [phrase] sing, [phrase] slander, strike, (sub-) mit, suffer, [idiom] surely, [idiom] take, thrust, trade, turn, utter, [phrase] weep, [phrase] willingly, [phrase] withdraw, [phrase] would (to) God, yield.","Verb","heb"
"H5415","נְתַן","nᵉthan","neth-an'","(Aramaic) corresponding to נָתַן; give; bestow, give pay.","Verb","arc"
"H5416","נָתָן","Nâthân","naw-thawn'","from נָתַן; given; Nathan, the name of five Israelites; Nathan.","Proper Name Masculine","x-pn"
"H5417","נְתַנְאֵל","Nᵉthanʼêl","neth-an-ale'","xlit Nᵉthanêʼl corrected to Nᵉthanʼêl; from נָתַן and אֵל; given of God; Nethanel, the name of ten Israelites; Nethaneel.","Proper Name Masculine","x-pn"
"H5418","נְתַנְיָה","Nᵉthanyâh","neth-an-yaw'","or נְתַנְיָהוּ; from נָתַן and יָהּ; given of Jah; Nethanjah, the name of four Israelites; Nethaniah.","Proper Name Masculine","x-pn"
"H5419","נְתַן־מֶלֶךְ","Nᵉthan-Melek","neth-an' meh'-lek","from נָתַן and מֶלֶךְ; given of (the) king; Nethan-Melek, an Israelite; Nathanmelech.","Proper Name Masculine","x-pn"
"H542","אָמָן","ʼâmân","aw-mawn'","from אָמַן (in the sense of training); an expert; cunning workman.","Noun Masculine","heb"
"H5420","נָתָס","nâthâç","naw-thas'","a primitive root; to tear up; mar.","Verb","heb"
"H5421","נָתַע","nâthaʻ","naw-thah'","for נָתַץ; to tear out; break.","Verb","heb"
"H5422","נָתַץ","nâthats","naw-thats'","a primitive root; to tear down; beat down, break down (out), cast down, destroy, overthrow, pull down, throw down.","Verb","heb"
"H5423","נָתַק","nâthaq","naw-thak'","a primitive root; to tear off; break (off), burst, draw (away), lift up, pluck (away, off), pull (out), root out.","Verb","heb"
"H5424","נֶתֶק","netheq","neh'-thek","from נָתַק; scurf; (dry) scall.","Noun Masculine","heb"
"H5425","נָתַר","nâthar","naw-thar'","a primitive root; to jump, i.e. be violently agitated; causatively, to terrify, shake off, untie; drive asunder, leap, (let) loose, [idiom] make, move, undo.","Verb","heb"
"H5426","נְתַר","nᵉthar","neth-ar'","(Aramaic) corresponding to נָתַר; {to jump, i.e. be violently agitated; causatively, to terrify, shake off, untie}; shake off.","Verb","arc"
"H5427","נֶתֶר","nether","neh'-ther","from נָתַר; mineral potash (so called from effervescing with acid); nitre.","Noun Masculine","heb"
"H5428","נָתַשׁ","nâthash","naw-thash'","a primitive root; to tear away; destroy, forsake, pluck (out, up, by the roots), pull up, root out (up), [idiom] utterly. s","Verb","heb"
"H5429","סְאָה","çᵉʼâh","seh-aw'","from an unused root meaning to define; a seah, or certain measure (as determinative) forgrain; measure.","Noun Feminine","heb"
"H543","אָמֵן","ʼâmên","aw-mane'","from אָמַן; sure; abstract, faithfulness; adverb, truly; Amen, so be it, truth.","","heb"
"H5430","סְאוֹן","çᵉʼôwn","seh-own'","from סָאַן; perhaps a military boot (as aprotection from mud; battle.","Noun Masculine","heb"
"H5431","סָאַן","çâʼan","saw-an'","a primitive root; to be miry; used only as denominative from סְאוֹן; to shoe, i.e. (active participle) a soldier shod; warrior.","Verb","heb"
"H5432","סַאסְּאָה","çaʼçᵉʼâh","sah-seh-aw'","lemma סַאסְאָה missing dagesh, corrected to סַאסְּאָה; for סְאָה; measurement, i.e. moderation; measure.","Verb","heb"
"H5433","סָבָא","çâbâʼ","saw-baw'","a primitive root; to quaff to satiety, i.e. become tipsy; drunkard, fill self, Sabean, (wine-) bibber.","Verb","heb"
"H5434","סְבָא","Çᵉbâʼ","seb-aw'","of foreign origin; Seba, a son of Cush, and the country settled by him; Seba.","","x-pn"
"H5435","סֹבֶא","çôbeʼ","so'-beh","from סָבָא; potation, concretely (wine), or abstractly (carousal); drink, drunken, wine.","Noun Masculine","heb"
"H5436","סְבָאִי","Çᵉbâʼîy","seb-aw-ee'","patrial from סְבָא; a Sebaite, or inhabitant of Seba; Sabean.","Noun","x-pn"
"H5437","סָבַב","çâbab","saw-bab'","a primitive root; to revolve, surround, or border; used in various applications, literally and figuratively; bring, cast, fetch, lead, make, walk, [idiom] whirl, [idiom] round about, be about on every side, apply, avoid, beset (about), besiege, bring again, carry (about), change, cause to come about, [idiom] circuit, (fetch a) compass (about, round), drive, environ, [idiom] on every side, beset (close, come, compass, go, stand) round about, inclose, remove, return, set, sit down, turn (self) (about, aside, away, back).","Verb","heb"
"H5438","סִבָּה","çibbâh","sib-baw'","from סָבַב; a (providential) turn (of affairs); cause.","Noun Feminine","heb"
"H5439","סָבִיב","çâbîyb","saw-beeb'","or (feminine) סְבִיבָה; from סָבַב; (as noun) a circle, neighbour, or environs; but chiefly (as adverb, with or without preposition) around; (place, round) about, circuit, compass, on every side.","","heb"
"H544","אֹמֶן","ʼômen","oh-men'","from אָמַן; verity; truth.","Noun Masculine","heb"
"H5440","סָבַךְ","çâbak","saw-bak'","a primitive root; to entwine; fold together, wrap.","Verb","heb"
"H5441","סֹבֶךְ","çôbek","so'-bek","from סָבַךְ; a copse; thicket.","Noun Masculine","heb"
"H5442","סְבָךְ","çᵉbâk","seb-awk'","from סָבַךְ,; a copse; thick(-et).","Noun Masculine","heb"
"H5443","סַבְּכָא","çabbᵉkâʼ","sab-bek-aw'","(Aramaic) or שַׂבְּכָא; (Aramaic), from a root corresponding to סָבַךְ; a lyre; sackbut.","Noun Feminine","arc"
"H5444","סִבְּכַי","Çibbᵉkay","sib-bek-ah'-ee","from סָבַךְ; copse-like; Sibbecai, an Israelite; Sibbecai, Sibbechai.","Proper Name Masculine","x-pn"
"H5445","סָבַל","çâbal","saw-bal'","a primitive root; to carry (literally or figuratively), or (reflexively) be burdensome; specifically, to be gravid; bear, be a burden, carry, strong to labour.","Verb","heb"
"H5446","סְבַל","çᵉbal","seb-al'","(Aramaic) corresponding to סָבַל; to erect; strongly laid.","Verb","arc"
"H5447","סֵבֶל","çêbel","say'-bel","from סָבַל; a load (literally or figuratively); burden, charge.","Noun Masculine","heb"
"H5448","סֹבֶל","çôbel","so'-bel","(only in the form סֻבָּל; from סָבַל; a load (figuratively); burden.","Noun Masculine","heb"
"H5449","סַבָּל","çabbâl","sab-bawl'","from סָבַל; a porter; (to bear, bearer of) burden(-s).","Noun Masculine","heb"
"H545","אׇמְנָה","ʼomnâh","om-naw'","feminine of אֹמֶן (in the specific sense of training); tutelage; brought up.","Noun Feminine","heb"
"H5450","סְבָלָה","çᵉbâlâh","seb-aw-law'","from סֵבֶל; porterage; burden.","Noun Feminine","heb"
"H5451","סִבֹּלֶת","çibbôleth","sib-bo'-leth","for שִׁבֹּל; an ear of grain; Sibboleth.","Noun Feminine","heb"
"H5452","סְבַר","çᵉbar","seb-ar'","(Aramaic) a primitive root; to bear in mind, i.e. hope; think.","Verb","arc"
"H5453","סִבְרַיִם","Çibrayim","sib-rah'-yim","dual from a root corresponding to סְבַר; double hope; Sibrajim, a place in Syria; Sibraim.","Proper Name Location","x-pn"
"H5454","סַבְתָּא","Çabtâʼ","sab-taw'","or סַבְתָּה; probably of foreign derivation; Sabta or Sabtah, the name of a son of Cush, and the country occupied by his posterity; Sabta, Sabtah.","Proper Name Masculine","x-pn"
"H5455","סַבְתְּכָא","Çabtᵉkâʼ","sab-tek-aw'","probably of foreign derivation; Sabteca, the name of a son of Cush, and the region settled by him; Sabtecha, Sabtechah.","Proper Name Masculine","x-pn"
"H5456","סָגַד","çâgad","saw-gad'","a primitive root; to prostrate oneself (in homage); fall down.","Verb","heb"
"H5457","סְגִד","çᵉgid","seg-eed'","(Aramaic) corresponding to סָגַד; {to prostrate oneself (in homage)}; worship.","Verb","arc"
"H5458","סְגוֹר","çᵉgôwr","seg-ore'","from סָגַר; properly, shut up, i.e. the breast (as enclosing the heart); also gold (as generally shut up safely); caul, gold.","Noun Masculine","heb"
"H5459","סְגֻלָּה","çᵉgullâh","seg-ool-law'","feminine passive participle of an unused root meaning to shut up; wealth (as closely shut up); jewel, peculiar (treasure), proper good, special.","Noun Feminine","heb"
"H546","אׇמְנָה","ʼomnâh","om-naw'","feminine form of אֹמֶן (in its usual sense); adverb, surely; indeed.","Adverb","heb"
"H5460","סְגַן","çᵉgan","seg-an'","(Aramaic) corresponding to סָגָן; {a prefect of aprovince}; governor.","Noun Masculine","arc"
"H5461","סָגָן","çâgân","saw-gawn'","from an unused root meaning to superintend; a prefect of a province; prince, ruler.","Noun Masculine","heb"
"H5462","סָגַר","çâgar","saw-gar'","a primitive root; to shut up; figuratively, to surrender; close up, deliver (up), give over (up), inclose, [idiom] pure, repair, shut (in, self, out, up, up together), stop, [idiom] straitly.","Verb","heb"
"H5463","סְגַר","çᵉgar","seg-ar'","(Aramaic) corresponding to סָגַר; {to shut up; figuratively, to surrender}; shut up.","Verb","arc"
"H5464","סַגְרִיד","çagrîyd","sag-reed'","probably from סָגַר in the sense of sweeping away; a pouring rain; very rainy.","Noun Masculine","heb"
"H5465","סַד","çad","sad","from an unused root meaning to estop; the stocks; stocks.","Noun Masculine","heb"
"H5466","סָדִין","çâdîyn","saw-deen'","from an unused root meaning to envelop; a wrapper, i.e. shirt; fine linen, sheet.","Noun Masculine","heb"
"H5467","סְדֹם","Çᵉdôm","sed-ome'","from an unused root meaning to scorch; burnt (i.e. volcanic or bituminous) district; Sedom, a place near the Dead Sea; Sodom.","Proper Name Location","x-pn"
"H5468","סֶדֶר","çeder","seh'-der","from an unused root meaning to arrange; order; order.","Noun Masculine","heb"
"H5469","סַהַר","çahar","cah'-har","from an unused root meaning to be round; roundness; round.","Noun Masculine","heb"
"H547","אֹמְנָה","ʼômᵉnâh","om-me-naw'","feminine active participle of אֹמֶן (in the original sense of supporting); a column; pillar.","Noun Feminine","heb"
"H5470","סֹהַר","çôhar","so'-har","from the same as סַהַר; a dungeon (as surrounded by walls); prison.","Noun Masculine","heb"
"H5471","סוֹא","Çôwʼ","so","of foreign derivation; So, an Egyptian king; So.","Proper Name Masculine","x-pn"
"H5472","סוּג","çûwg","soog","a primitive root; properly, to flinch, i.e. (by implication) to go back, literally (to retreat) or figuratively (to apostatize); backslider, drive, go back, turn (away, back).","Verb","heb"
"H5473","סוּג","çûwg","soog","a primitive root (probably rather identical with סוּג through the idea of shrinking from a hedge; compare שׂוּג); to hem in, i.e. bind; set about.","Verb","heb"
"H5474","סוּגַר","çûwgar","soo-gar'","from סָגַר; an inclosure, i.e. cage (for an animal); ward.","Noun Masculine","heb"
"H5475","סוֹד","çôwd","sode","from יָסַד; a session, i.e. company of persons (in close deliberation); by implication, intimacy, consultation, a secret; assembly, consel, inward, secret (counsel).","Noun Masculine","heb"
"H5476","סוֹדִי","Çôwdîy","so-dee'","from סוֹד; a confidant; Sodi, an Israelite; Sodi.","Proper Name Masculine","x-pn"
"H5477","סוּחַ","Çûwach","soo'-akh","from an unused root meaning to wipe away; sweeping; Suach, an Israelite; Suah.","Proper Name Masculine","x-pn"
"H5478","סוּחָה","çûwchâh","soo-khaw'","from the same as סוּחַ; something swept away, i.e. filth; torn.","Noun Feminine","heb"
"H5479","סוֹטַי","Çôwṭay","so-tah'-ee","from שׂוּט; roving; Sotai, one of the Nethinim; Sotai.","Proper Name Masculine","x-pn"
"H548","אֲמָנָה","ʼămânâh","am-aw-naw'","feminine of אָמֵן; something fixed, i.e. a covenant. an allowance; certain portion, sure.","Noun Feminine","heb"
"H5480","סוּךְ","çûwk","sook","a primitive root; properly, to smear over (with oil), i.e. anoint; anoint (self), [idiom] at all.","Verb","heb"
"H5481","סוּמְפּוֹנְיָה","çûwmᵉpôwnᵉyâh","soom-po-neh-yaw'","(Aramaic) or סוּמְפֹּנְיָה; (Aramaic), or סִיפֹנְיָא; (Daniel 3:10) (Aramaic), of Greek origin; a bagpipe (with a double pipe); dulcimer.","Noun Feminine","arc"
"H5482","סְוֵנֵה","Çᵉvênêh","sev-ay-nay'","(rather to be written סְוֵנָה; for סְוֵן; i.e to Seven); of Egyptian derivation; Seven, a place in Upper Egypt; Syene.","Proper Name Location","x-pn"
"H5483","סוּס","çûwç","soos","or סֻס; from an unused root meaning to skip (properly, for joy); a horse (as leaping); also a swallow (from its rapid flight); crane, horse (-back, -hoof). Compare פָּרָשׁ.","Noun Masculine","heb"
"H5484","סוּסָה","çûwçâh","soo-saw'","feminine of סוּס; a mare; company of horses.","Noun Feminine","heb"
"H5485","סוּסִי","Çûwçîy","soo-see'","from סוּס; horse-like; Susi, an Israelite; Susi.","Proper Name Masculine","x-pn"
"H5486","סוּף","çûwph","soof","a primitive root; to snatch away, i.e. terminate; consume, have an end, perish, [idiom] be utterly.","Verb","heb"
"H5487","סוּף","çûwph","soof","(Aramaic) corresponding to סוּף; to come to an end; consume, fulfill.","Verb","arc"
"H5488","סוּף","çûwph","soof","probably of Egyptian origin; a reed, especially the papyrus; flag, Red (sea), weed. Compare סוּף.","Noun Masculine","heb"
