"Primary","RelatedTo","RelType"
"1235","1351","sibling"
"1235","2731","sibling"
"1235","3093","sibling"
"1236","34","sibling"
"1236","52","sibling"
"1236","80","sibling"
"1236","168","sibling"
"1236","294","sibling"
"1236","436","child"
"1236","613","sibling"
"1236","864","sibling"
"1236","1300","sibling"
"1236","2121","sibling"
"1236","2919","sibling"
"1236","2931","sibling"
"1237","531","child"
"1237","2940","spouseOrConcubine"
"1238","179","father"
"1238","248","sibling"
"1238","503","father"
"1238","1015","sibling"
"1238","1016","sibling"
"1238","1831","sibling"
"1238","2485","child"
"1238","2719","sibling"
"1238","2860","sibling"
"1238","2944","father"
"1238","3062","sibling"
"1239","629","sibling"
"1239","1412","sibling"
"1239","1466","sibling"
"1239","1571","child"
"1239","1590","sibling"
"1239","1612","sibling"
"1239","2314","sibling"
"1239","2462","sibling"
"1239","2720","sibling"
"1239","2895","sibling"
"1240","424","sibling"
"1240","479","sibling"
"1240","1059","sibling"
"1240","1206","child"
"1240","2734","sibling"
"1240","2812","sibling"
"1242","897","child"
"1244","715","father"
"1244","909","father"
"1244","1202","father"
"1244","2005","father"
"1245","815","sibling"
"1245","2494","child"
"1247","930","child"
"1248","1722","father"
"1248","1941","father"
"1249","955","father"
"1249","2692","father"
"1250","1529","father"
"1250","2525","father"
"1251","1544","father"
"1251","2133","father"
"1252","266","father"
"1252","1218","father"
"1252","1923","father"
"1253","1812","father"
"1253","1937","father"
"1253","1939","father"
"1254","1653","father"
"1254","2154","father"
"1255","1409","father"
"1255","1467","father"
"1255","2607","father"
"1256","2759","father"
"1256","2817","father"
"1257","1024","spouseOrConcubine"
"1259","1027","child"
"1262","296","father"
"1262","311","father"
"1262","337","sibling"
"1262","463","halfSiblingSameFather"
"1262","645","halfSiblingSameFather"
"1262","682","child"
"1262","973","halfSiblingSameFather"
"1262","1012","halfSiblingSameFather"
"1262","1214","father"
"1262","1235","father"
"1262","1351","father"
"1262","1710","halfSiblingSameFather"
"1262","1751","halfSiblingSameFather"
"1262","1820","halfSiblingSameFather"
"1262","2149","halfSiblingSameFather"
"1262","2429","halfSiblingSameFather"
"1262","2731","father"
"1262","2741","halfSiblingSameFather"
"1262","3002","halfSiblingSameFather"
"1262","3081","child"
"1262","3093","father"
"1264","2805","child"
"1265","2761","child"
"1266","1996","father"
"1267","487","halfSiblingSameFather"
"1267","529","halfSiblingSameFather"
"1267","938","halfSiblingSameFather"
"1267","1468","halfSiblingSameFather"
"1267","1582","halfSiblingSameFather"
"1267","1615","halfSiblingSameFather"
"1267","1773","halfSiblingSameFather"
"1267","1840","sibling"
"1267","2143","child"
"1267","2357","halfSiblingSameFather"
"1267","2433","child"
"1267","2832","sibling"
"1267","2845","sibling"
"1274","762","child"
"1274","2624","father"
"1276","2291","child"
"1280","619","halfSiblingSameFather"
"1280","1219","sibling"
"1280","1544","child"
"1280","2005","child"
"1280","2088","halfSiblingSameFather"
"1280","2544","halfSiblingSameFather"
"1281","197","sibling"
"1281","1144","child"
"1281","1776","sibling"
"1281","1794","sibling"
"1281","2242","sibling"
"1281","2838","sibling"
"1281","3042","sibling"
"1282","67","sibling"
"1282","295","sibling"
"1282","538","child"
"1282","701","sibling"
"1282","889","sibling"
"1282","1198","child"
"1282","1408","sibling"
"1282","1571","halfSiblingSameFather"
"1282","2010","sibling"
"1282","2113","sibling"
"1282","2507","halfSiblingSameFather"
"1282","2576","halfSiblingSameFather"
"1282","2675","halfSiblingSameFather"
"1282","2716","sibling"
"1282","2866","halfSiblingSameFather"
"1283","1408","child"
"1285","2765","father"
"1286","2896","child"
"1287","141","child"
"1288","885","sibling"
"1288","1224","child"
"1288","1430","sibling"
"1288","1974","sibling"
"1288","2233","sibling"
"1288","3051","sibling"
"1290","2287","child"
"1291","206","child"
"1291","966","father"
"1292","12","sibling"
"1292","23","child"
"1292","156","sibling"
"1292","575","sibling"
"1292","1784","sibling"
"1292","1844","child"
"1292","2078","sibling"
"1292","2131","sibling"
"1292","2181","sibling"
"1292","2972","sibling"
"1292","3111","sibling"
"1294","220","father"
"1295","379","sibling"
"1295","1524","child"
"1296","141","sibling"
"1296","1056","sibling"
"1296","2072","father"
"1296","2550","child"
"1297","1339","child"
"1297","2759","child"
"1298","158","sibling"
"1298","293","sibling"
"1298","336","sibling"
"1298","423","sibling"
"1298","436","sibling"
"1298","463","child"
"1298","757","sibling"
"1298","1038","sibling"
"1298","1039","father"
"1298","1569","sibling"
"1298","2115","sibling"
"1298","2120","sibling"
"1298","2447","sibling"
"1299","2684","father"
"1300","34","sibling"
"1300","52","sibling"
"1300","80","sibling"
"1300","168","sibling"
"1300","294","sibling"
"1300","436","child"
"1300","613","sibling"
"1300","864","sibling"
"1300","1236","sibling"
"1300","2121","sibling"
"1300","2919","sibling"
"1300","2931","sibling"
"1301","128","sibling"
"1301","134","sibling"
"1301","1039","child"
"1301","2123","sibling"
"1301","2914","sibling"
"1302","1114","sibling"
"1302","2108","child"
"1302","2579","father"
"1302","3095","child"
"1303","1691","father"
"1303","1929","child"
"1305","1645","sibling"
"1305","1790","sibling"
"1305","1820","child"
"1305","1823","father"
"1305","2004","sibling"
"1305","2699","father"
"1306","701","child"
"1306","1199","sibling"
"1306","1736","sibling"
"1306","2309","sibling"
"1306","2407","sibling"
"1306","2506","sibling"
"1308","285","child"
"1308","1566","sibling"
"1308","1944","sibling"
"1308","2908","sibling"
"1309","1876","child"
"1311","524","sibling"
"1311","867","sibling"
"1311","1102","sibling"
"1311","1380","sibling"
"1311","1386","sibling"
"1311","1490","child"
"1311","1564","sibling"
"1311","1726","sibling"
"1311","1893","sibling"
"1311","1917","sibling"
"1311","1952","sibling"
"1311","2446","sibling"
"1311","2580","sibling"
"1311","2932","sibling"
"1314","41","father"
"1314","906","father"
"1314","1630","child"
"1314","1734","father"
"1315","22","father"
"1316","369","sibling"
"1316","1383","sibling"
"1316","1700","child"
"1316","1755","sibling"
"1316","1848","sibling"
"1316","2081","sibling"
